,name,year,owners,mileage,litres,BHP,transmission,fuel,price,write_off_category,vehicle_type,seller_name,location
318,Peugeot 108,2019,1 owner,"12,031 miles",1.0L,72PS,Manual,Petrol,"£9,295",N/A,Hatchback,Auto Choice - See all 59 cars,Dealer locationNewtownards
319,Audi A4,2012,N/A,"94,250 miles",2.0L,141BHP,Manual,Diesel,"£8,495",N/A,Saloon,Car Brothers NI - See all 44 cars,Dealer locationNewtownabbey
320,Jeep Renegade,2016,N/A,"66,155 miles",1.4L,138BHP,Manual,Petrol,"£9,295",N/A,SUV,Ballyrobert Mallusk - See all 99 cars,Dealer locationNewtownabbey
321,Mercedes-Benz C Class,2017,3 owners,"49,464 miles",2.0L,184PS,Manual,Petrol,"£13,299",N/A,Saloon,Charles Hurst Usedirect Newtownabbey - See all 43 cars,Dealer locationNewtownabbey
322,Ford KA+,2018,2 owners,"67,638 miles",1.2L,69BHP,Manual,Petrol,"£7,795",N/A,Hatchback,Gary Hutchinson Car Sales Ltd - See all 60 cars,Dealer locationBelfast
323,Suzuki Swift,2010,4 owners,"47,000 miles",1.5L,101BHP,Manual,Petrol,"£3,495",N/A,Hatchback,Richard Dorrian Cars - See all 22 cars,Dealer locationBangor
324,Audi Q2,2020,N/A,"18,021 miles",1.0L,116PS,Manual,Petrol,"£17,990",N/A,SUV,Belfast Audi - See all 68 cars,Dealer locationBelfast
325,Audi TT,2020,N/A,"2,806 miles",2.0L,197PS,Automatic,Petrol,"£27,150",N/A,Coupe,Belfast Audi - See all 68 cars,Dealer locationBelfast
326,Mercedes-Benz A Class,2016,2 owners,"96,800 miles",1.5L,107BHP,Manual,Diesel,"£9,995",N/A,Hatchback,weonlysellusedcars.com - See all 20 cars,"Dealer locationBangor, County Down"
327,Ford C-Max,2013,4 owners,"42,608 miles",2.0L,163PS,Manual,Diesel,"£8,735",N/A,MPV,Auto Choice - See all 59 cars,Dealer locationNewtownards
328,KIA Ceed,2018,N/A,"65,755 miles",1.0L,118BHP,Manual,Petrol,"£9,990",N/A,Hatchback,Fusco Vehicle Sales - See all 154 cars,Dealer locationBangor
329,Audi A4,2019,2 owners,"78,301 miles",2.0L,150PS,Manual,Petrol,"£15,299",N/A,Saloon,Charles Hurst Usedirect Newtownards - See all 40 cars,Dealer locationNewtownards
330,Alfa Romeo Giulietta,2020,1 owner,"18,800 miles",1.4L,122PS,Manual,Petrol,"£15,950",N/A,Hatchback,B M AutoExchange - See all 20 cars,Dealer locationNewtownards
331,DS Automobiles DS 3,2017,N/A,"63,329 miles",1.6L,98BHP,Manual,Diesel,"£6,995",N/A,Hatchback,M H MOTORS LTD - See all 99 cars,Dealer locationNewtownabbey
332,Nissan Qashqai,2019,2 owners,"47,000 miles",1.3L,140PS,Manual,Petrol,"£15,299",N/A,SUV,Charles Hurst Nissan Belfast - See all 36 cars,Dealer locationBelfast
333,Toyota Auris,2007,N/A,"105,426 miles",2.0L,Manual,Diesel,2 owners,"£1,990",N/A,Hatchback,,N/A
334,Renault Clio,2013,4 owners,"97,000 miles",1.5L,90PS,Manual,Diesel,"£5,295",N/A,Hatchback,Fc Motors - See all 26 cars,Dealer locationNewtownabbey
335,Chrysler Ypsilon,2012,N/A,"76,000 miles",1.2L,70PS,Manual,Petrol,"£2,795",N/A,Hatchback,Grand Motors - See all 3 cars,Dealer locationBelfast
336,Audi A4,2012,3 owners,"80,000 miles",2.0L,143PS,Manual,Diesel,"£8,995",N/A,Saloon,DB Automotive - See all 6 cars,Dealer locationNewtownabbey
337,Audi TT,2020,N/A,"2,806 miles",2.0L,197PS,Automatic,Petrol,"£27,150",N/A,Coupe,Belfast Audi - See all 68 cars,Dealer locationBelfast
338,Audi Q2,2020,N/A,"8,900 miles",1.0L,116PS,Manual,Petrol,"£19,450",N/A,SUV,Belfast Audi - See all 68 cars,Dealer locationBelfast
339,Renault Captur,2015,1 owner,"26,000 miles",0.9L,90PS,Manual,Petrol,"£9,495",N/A,SUV,PL Motors LTD - See all 20 cars,Dealer locationNewtownabbey
