,name,year,owners,mileage,litres,BHP,transmission,fuel,price,write_off_category,vehicle_type,seller_name,location,plate,brand
25564,Mercedes-Benz A Class,2014,2,76000.0,1.5L,108.0,Manual,Diesel,6995.0,GC,Hatchback,Ashton Quality Cars Ltd,Ashton Under Lyne,64,Mercedes-Benz
25565,Ford Fusion,2009,2,79256.0,1.4L,79.0,Manual,Petrol,1798.0,GC,Hatchback,CARS WITH CHARACTOR LIMITED T/A Click Car,Stockport,59,Ford
25566,Ford Fiesta,2009,4,104320.0,1.25L,59.0,Manual,Petrol,1999.0,GC,Hatchback,RKB MCR Motors,Manchester,09,Ford
25568,Citroen C4 Picasso,2008,3,85000.0,2.0L,136.0,Automatic,Diesel,1550.0,GC,MPV,Gosha Cars,Huddersfield,08,Citroen
25570,Ford Focus,2009,5,115000.0,1.6L,108.0,Manual,Diesel,1700.0,GC,Hatchback,SMS Motors,Sheffield,09,Ford
25577,Toyota Corolla,2005,2,92762.0,1.4L,92.0,Manual,Petrol,2099.0,GC,Hatchback,Cheshire Motor Car Sales Limited,Dukinfield,05,Toyota
25582,Toyota Celica,2006,3,92500.0,1.8L,140.0,Manual,Petrol,1995.0,GC,Coupe,East Midlands Motors Ltd,Mansfield,06,Toyota
25591,Audi A3,2009,3,148020.0,2.0L,138.0,Automatic,Diesel,3290.0,GC,Hatchback,Alpha Motors,Wigan,59,Audi
25592,Volvo V50,2010,1,163594.0,1.6L,108.0,Manual,Diesel,1695.0,GC,Estate,Burton Cheap Cars,Burton On Trent,10,Volvo
25593,Fiat 500,2009,2,85676.0,1.2L,69.0,Manual,Petrol,2490.0,GC,Hatchback,S Motors,Bury,59,Fiat
25595,Vauxhall Astra,2011,4,89500.0,1.6L,113.0,Manual,Petrol,2500.0,GC,Hatchback,Parkside Motor Store,Bolton,11,Vauxhall
25596,Hyundai i20,2009,2,72000.0,1.2L,77.0,Manual,Petrol,2250.0,GC,Hatchback,S.B Motors Bolton,Bolton,59,Hyundai
25597,Suzuki Swift,2009,4,68000.0,1.3L,91.0,Manual,Petrol,1990.0,GC,Hatchback,Quality Part Ex Southall,Southall,09,Suzuki
25600,Honda Civic,2006,2,89000.0,1.8L,138.0,Manual,Petrol,2494.0,GC,Hatchback,CLASS AUTOS LTD,Blackburn,55,Honda
25605,BMW 3 Series,2007,6,144460.0,2.0L,161.0,Manual,Diesel,1200.0,GC,Saloon,Trade Smart Motors,Croydon,07,BMW
25606,MINI Convertible,2004,4,93552.0,1.6L,163.0,Manual,Petrol,1300.0,GC,Convertible,GENERAL MOTORS,Birmingham,,MINI
25610,Honda Civic,2007,4,125000.0,2.2L,138.0,Manual,Diesel,1095.0,GC,Hatchback,D C CARS SWAPSHOP,Sheffield,57,Honda
25611,Citroen DS3,2012,4,85000.0,1.6L,118.0,Manual,Petrol,3595.0,GC,Hatchback,Ghost Motors LTD,Cleckheaton,,Citroen
25620,MINI Hatch,2005,8,107500.0,1.6L,89.0,Manual,Petrol,1250.0,Cat N,Hatchback,Jacks 4 All,Winsford,05,MINI
25624,Land Rover Freelander 2,2007,4,215708.0,2.2L,158.0,Manual,Diesel,1295.0,GC,SUV,J.A Motors Ltd,Keighley,07,Land
25633,KIA Ceed,2010,4,87089.0,1.4L,89.0,Manual,Petrol,2290.0,GC,Hatchback,OLIX MOTORS LIMITED,Nelson,60,KIA
25635,Mazda2,2010,5,60000.0,1.3L,85.0,Manual,Petrol,2995.0,GC,Hatchback,Cleckheaton Motor Sales,Cleckheaton,60,Mazda2
25636,Mazda6,2007,5,72000.0,2.0L,145.0,Manual,Petrol,1275.0,GC,Saloon,M & H Car Sales,Barnsley,07,Mazda6
25638,Audi TT,2007,6,92000.0,2.0L,197.0,Manual,Petrol,3750.0,GC,Coupe,Ghost Motors LTD,Cleckheaton,57,Audi
25639,SEAT Ibiza,2013,2,134000.0,1.2L,74.0,Manual,Diesel,2995.0,GC,Hatchback,Premier Car Sales Ltd,Preston,13,SEAT
25640,Audi A4 Avant,2004,2,123000.0,2.0L,140.0,Manual,Diesel,890.0,GC,Estate,See Cars Ltd,Derby,,Audi
25642,Vauxhall Astra,2010,4,120400.0,1.7L,108.0,Manual,Diesel,1899.0,GC,Hatchback,Central Station Motors,Burnley,60,Vauxhall
25647,Renault Clio,2013,4,74000.0,1.5L,89.0,Manual,Diesel,2500.0,Cat S,Hatchback,Parkside Motor Store,Bolton,63,Renault
25648,Citroen C4,2013,6,80000.0,1.6L,112.0,Manual,Diesel,3595.0,GC,Hatchback,Ghost Motors LTD,Cleckheaton,13,Citroen
25649,Vauxhall Corsa,2016,2,85000.0,1.4L,89.0,Manual,Petrol,3995.0,GC,Hatchback,CAR,Knutsford,16,Vauxhall
25651,Fiat Punto Evo,2011,3,79048.0,1.4L,77.0,Manual,Petrol,2695.0,GC,Hatchback,The Motor Deals Limited,Stoke On Trent,11,Fiat
25652,Renault Clio,2008,3,95545.0,1.2L,75.0,Manual,Petrol,1475.0,GC,Hatchback,Greenfield Car Sales,Colne,08,Renault
25654,Peugeot RCZ,2011,3,62000.0,1.6L,154.0,Manual,Petrol,4495.0,GC,Coupe,THEMOTORSPECIALISTS LTD,Chesterfield,11,Peugeot
25655,Volkswagen Polo,2005,5,87100.0,1.2L,55.0,Manual,Petrol,1895.0,GC,Hatchback,S A K Motors Ltd,Manchester,05,Volkswagen
25656,Audi A4,2007,4,198000.0,2.0L,168.0,Manual,Diesel,1500.0,GC,Saloon,AA Cars,Keighley,56,Audi
25661,Renault Megane,2010,5,89000.0,1.6L,108.0,Manual,Petrol,1690.0,GC,Coupe,Pellon Motor Group,Halifax,10,Renault
25664,Fiat Grande Punto,2007,2,68000.0,1.2L,65.0,Manual,Petrol,1690.0,GC,Hatchback,Mosley Motors Ltd,Blackburn,07,Fiat
25668,Citroen C3 Picasso,2009,3,138200.0,1.6L,89.0,Manual,Diesel,1200.0,GC,MPV,Parkside Motor Store,Bolton,59,Citroen
25669,Ford Mondeo,2010,3,130012.0,2.0L,113.0,Manual,Diesel,1000.0,GC,Hatchback,ASP Motor Company,Bolton,60,Ford
25670,Citroen C3,2004,4,97123.0,1.4L,72.0,Manual,Petrol,950.0,GC,Hatchback,RKB MCR Motors,Manchester,,Citroen
25675,SEAT Ibiza,2008,3,96475.0,1.9L,99.0,Manual,Diesel,2490.0,GC,Hatchback,Cheadle Car Sales,Cheadle,08,SEAT
25679,Renault Clio,2006,4,113250.0,1.5L,86.0,Manual,Diesel,1150.0,GC,Hatchback,Sheffield Direct Motors,Sheffield,56,Renault
25680,Ford Fiesta,2003,6,84000.0,1.4L,79.0,Manual,Petrol,695.0,GC,Hatchback,Stevenage Cars,Stevenage,03,Ford
25682,Ford Focus,2012,2,196000.0,1.6L,113.0,Manual,Diesel,1995.0,GC,Hatchback,SS Motors,Stoke On Trent,,Ford
25683,Volvo V50,2005,5,138000.0,2.0L,136.0,Manual,Diesel,2250.0,GC,Estate,North Car Sales,Cheadle,55,Volvo
25689,Renault Scenic,2004,7,68000.0,1.6L,115.0,Manual,Petrol,950.0,GC,MPV,TCS Group,Oldham,04,Renault
25690,Volkswagen Polo,2011,4,132000.0,1.6L,89.0,Manual,Diesel,2990.0,GC,Hatchback,MHY CARS (BRADFORD),Bradford,11,Volkswagen
25691,Citroen DS3,2014,2,65000.0,1.6L,118.0,Manual,Petrol,1990.0,Cat N,Hatchback,HAQUES UNIQUE AUTOMOTIVE LTD,Bradford,14,Citroen
25695,Citroen C3,2004,3,72300.0,1.4L,90.0,Automatic,Petrol,1895.0,GC,Hatchback,Approved Trade Auctions LTD,Chesterfield,,Citroen
25696,Citroen DS3,2012,3,165200.0,1.6L,91.0,Manual,Diesel,1750.0,GC,Hatchback,Parkside Motor Store,Bolton,,Citroen
25697,Nissan Qashqai+2,2012,3,138314.0,1.6L,115.0,Manual,Petrol,2500.0,GC,SUV,Greenlight,Blackburn,,Nissan
25698,Volkswagen Golf,1999,2,236455.0,1.9L,110.0,Manual,Diesel,995.0,GC,Hatchback,J.A Motors Ltd,Keighley,T ,Volkswagen
25705,Vauxhall Astra Gtc,2012,3,73000.0,1.4L,118.0,Manual,Petrol,3750.0,GC,Coupe,Ghost Motors LTD,Cleckheaton,,Vauxhall
25708,Audi A4,2012,7,100000.0,2.0L,141.0,Automatic,Diesel,5795.0,GC,Saloon,RS Motors,Birmingham,,Audi
25709,Fiat 500,2011,3,92423.0,1.2L,69.0,Manual,Petrol,2500.0,GC,Hatchback,Lex Motor Ltd,Rochdale,11,Fiat
25711,Vauxhall Corsa,2011,3,60000.0,1.2L,84.0,Manual,Petrol,2995.0,GC,Hatchback,Cleckheaton Motor Sales,Cleckheaton,11,Vauxhall
25712,Volkswagen Polo,2011,2,87000.0,1.2L,74.0,Manual,Diesel,4395.0,GC,Hatchback,Drivehub Ltd,Rochdale,61,Volkswagen
25717,Audi A3,2008,8,163813.0,2.0L,168.0,Manual,Diesel,1500.0,GC,Hatchback,Greenlight,Blackburn,08,Audi
25718,BMW 1 Series,2009,2,153699.0,2.0L,175.0,Manual,Diesel,1400.0,GC,Coupe,Portfield Car Sales,Christchurch,09,BMW
25719,Nissan Micra,2003,1,103000.0,1.2L,79.0,Automatic,Petrol,1999.0,GC,Hatchback,Za,Burton On Trent,03,Nissan
25732,Vauxhall Astra Gtc,2013,3,69000.0,1.4L,118.0,Manual,Petrol,4000.0,GC,Coupe,Sajed Motors,Cheadle,62,Vauxhall
25734,Suzuki Swift,2007,5,105771.0,1.5L,101.0,Manual,Petrol,1195.0,Cat N,Hatchback,Burton Cheap Cars,Burton On Trent,07,Suzuki
25736,Citroen C2,2008,4,83463.0,1.1L,60.0,Manual,Petrol,1195.0,GC,Hatchback,Burton Cheap Cars,Burton On Trent,58,Citroen
25737,MINI Hatch,2009,4,95768.0,1.4L,94.0,Manual,Petrol,2390.0,GC,Hatchback,Trade Centre Sheffield,Sheffield,59,MINI
25745,Audi Allroad,2003,1,174009.0,2.5L,180.0,Automatic,Diesel,895.0,GC,Estate,Jenkins Motor Company Limited,Walsall,53,Audi
25747,Renault Clio,2010,4,89000.0,1.5L,85.0,Manual,Diesel,2490.0,GC,Hatchback,Junction 34 Cars Ltd,Sheffield,59,Renault
25751,SEAT Ibiza,2010,3,81534.0,1.2L,74.0,Manual,Diesel,2495.0,GC,Hatchback,Repute Motors,Oldham,60,SEAT
25759,MINI Convertible,2004,6,109000.0,1.6L,113.0,Manual,Petrol,1000.0,GC,Convertible,Parkside Motor Store,Bolton,,MINI
25761,KIA Picanto,2012,2,85603.0,1.0L,68.0,Manual,Petrol,2495.0,GC,Hatchback,Repute Motors,Oldham,,KIA
25762,Vauxhall Astra,2009,3,77325.0,1.8L,138.0,Automatic,Petrol,2950.0,GC,Hatchback,TG MOTORS LTD,Oldham,59,Vauxhall
25763,Vauxhall Corsa,2015,4,80200.0,1.4L,89.0,Manual,Petrol,3190.0,Cat N,Hatchback,HCC,Halifax,15,Vauxhall
25765,Renault Scenic,2009,2,91800.0,1.6L,108.0,Manual,Petrol,1895.0,GC,MPV,Gildridge Group Ltd,Manchester,59,Renault
25767,Ford Focus,2010,2,159755.0,1.6L,99.0,Manual,Petrol,1195.0,GC,Hatchback,TMV Cars,Burton On Trent,10,Ford
25774,Vauxhall Corsa,2009,3,109000.0,1.4L,89.0,Manual,Petrol,1895.0,GC,Hatchback,MGP Cars Ltd,Derby,59,Vauxhall
25775,Mazda6,2008,2,103000.0,2.0L,145.0,Manual,Petrol,1795.0,GC,Hatchback,Select Car Sales,Oldham,58,Mazda6
25777,Nissan Juke,2011,3,116000.0,1.5L,108.0,Manual,Diesel,2990.0,GC,SUV,A & S Motors,Walsall,11,Nissan
25778,Ford Focus,2003,5,270000.0,1.8L,89.0,Manual,Diesel,650.0,GC,Estate,Junction 34 Cars Ltd,Sheffield,53,Ford
25779,Citroen C1,2011,3,52000.0,1.0L,67.0,Manual,Petrol,2750.0,GC,Hatchback,Lane Autos,Bolton,11,Citroen
25780,Jeep Patriot,2007,5,104000.0,2.0L,138.0,Manual,Diesel,1350.0,GC,SUV,Parkside Motor Store,Bolton,07,Jeep
25781,Mitsubishi ASX,2011,6,107000.0,1.8L,145.0,Manual,Diesel,3694.0,GC,SUV,Autoclick,Wakefield,61,Mitsubishi
25791,Lexus IS 220d,2007,2,75500.0,2.2L,175.0,Manual,Diesel,1000.0,GC,Saloon,Parkside Motor Store,Bolton,57,Lexus
25792,KIA RIO,2009,1,88300.0,1.4L,95.0,Manual,Petrol,1500.0,GC,Hatchback,Parkside Motor Store,Bolton,09,KIA
25793,Renault Clio,2012,4,88000.0,1.2L,74.0,Manual,Petrol,2395.0,GC,Hatchback,Broadgate Motors,Bradford,,Renault
25794,Citroen DS3,2011,6,96800.0,1.6L,89.0,Manual,Diesel,3190.0,GC,Hatchback,Munroe Vehicle Solutions,Sheffield,11,Citroen
25795,SEAT Ibiza,2012,2,110000.0,1.4L,84.0,Manual,Petrol,2989.0,GC,Hatchback,Fame Cars Ltd,Birmingham,,SEAT
25796,SKODA Fabia,2001,3,85010.0,1.4L,68.0,Manual,Petrol,900.0,GC,Hatchback,GENERAL MOTORS,Birmingham,Y ,SKODA
25803,Nissan Micra,2007,3,77000.0,1.2L,79.0,Manual,Petrol,1995.0,GC,Hatchback,Sandygate Cars Ltd,Burnley,56,Nissan
25807,Vauxhall Insignia,2013,6,87000.0,2.0L,161.0,Manual,Diesel,3995.0,GC,Hatchback,Car Sales Cleckheaton Limited,Cleckheaton,63,Vauxhall
25808,Honda Civic,2007,3,102919.0,1.8L,138.0,Manual,Petrol,1850.0,GC,Hatchback,South Croydon Motor Centre,Kenley,57,Honda
25810,SEAT Ibiza,2011,3,114529.0,1.6L,104.0,Manual,Diesel,1975.0,GC,Estate,Greenfield Car Sales,Colne,11,SEAT
25815,Peugeot 4007,2009,4,107300.0,2.2L,154.0,Manual,Diesel,3195.0,GC,SUV,The Car Corner Ltd,Rochdale,09,Peugeot
25817,Chevrolet Orlando,2012,4,115000.0,2.0L,161.0,Automatic,Diesel,1495.0,GC,MPV,Parkside Motor Store,Bolton,,Chevrolet
25820,MINI Hatch,2010,5,67000.0,1.6L,97.0,Manual,Petrol,1000.0,GC,Hatchback,Da Blundell Car Sales,Liverpool,10,MINI
25821,Mitsubishi ASX,2012,2,107000.0,1.6L,115.0,Manual,Petrol,2491.0,GC,SUV,Cars 4 U Brad Ltd,Bradford,,Mitsubishi
25822,Ford Focus,2010,2,96000.0,1.6L,99.0,Manual,Petrol,2150.0,GC,Hatchback,Lane Autos,Bolton,60,Ford
25829,Peugeot 107,2008,3,52000.0,1.0L,67.0,Manual,Petrol,2090.0,GC,Hatchback,Joe's Cars Leeds,Leeds,58,Peugeot
25831,Honda Civic,2001,4,69000.0,1.7L,123.0,Manual,Petrol,1785.0,GC,Coupe,Mayfair Motors Ltd,Leicester,51,Honda
25836,Renault Twingo,2008,3,86969.0,1.2L,59.0,Manual,Petrol,1450.0,GC,Hatchback,Sturdy Motors Ltd,Brierley Hill,08,Renault
25837,Vauxhall Astra,2009,3,39000.0,1.6L,113.0,Manual,Petrol,3995.0,GC,Hatchback,Ghost Motors LTD,Cleckheaton,59,Vauxhall
25838,Citroen C1,2008,4,132000.0,1.0L,66.0,Manual,Petrol,1500.0,GC,Hatchback,Parkside Motor Store,Bolton,08,Citroen
25848,Vauxhall Corsa,2010,5,67800.0,1.2L,84.0,Manual,Petrol,1199.0,GC,Hatchback,,,60,Vauxhall
25851,Vauxhall Astra,2006,3,86430.0,1.6L,103.0,Manual,Petrol,1250.0,GC,Hatchback,Greenlight,Blackburn,06,Vauxhall
25860,Volvo C70,2000,5,99931.0,2.4L,170.0,Manual,Petrol,1490.0,GC,Coupe,OLIX MOTORS LIMITED,Nelson,W ,Volvo
25861,Vauxhall Astra,2010,6,150919.0,1.6L,113.0,Manual,Petrol,1990.0,GC,Hatchback,Richmond Car Sales,Hyde,60,Vauxhall
25866,Suzuki Swift,2010,4,99000.0,1.3L,91.0,Manual,Petrol,1300.0,GC,Hatchback,CARS IN MK LTD,Milton Keynes,10,Suzuki
25878,Volkswagen Touran,2007,6,153213.0,1.6L,100.0,Manual,Petrol,1495.0,GC,MPV,Assured Cars Supermarket Ltd (Birmingham),Birmingham,07,Volkswagen
25885,Volkswagen Golf,2012,2,144000.0,1.6L,89.0,Manual,Diesel,2495.0,GC,Hatchback,Select Motor Company,Stockport,,Volkswagen
25888,SEAT Leon,2012,4,125000.0,1.6L,104.0,Manual,Diesel,2495.0,GC,Hatchback,LA Automotive,Birmingham,,SEAT
25890,BMW 3 Series,2011,2,78545.0,2.0L,161.0,Manual,Diesel,4395.0,GC,Saloon,First Choice Motors,Dewsbury,61,BMW
25891,Vauxhall Corsa,2007,1,80000.0,1.4L,89.0,Automatic,Petrol,700.0,Cat D,Hatchback,Sansa London,Hounslow,57,Vauxhall
25894,Ford S-Max,2008,3,177000.0,2.0L,138.0,Manual,Diesel,2195.0,GC,MPV,RS Motors,Birmingham,08,Ford
25900,BMW 3 Series,2006,2,143000.0,2.0L,161.0,Manual,Diesel,1295.0,GC,Saloon,Parkside Motor Store,Bolton,56,BMW
25905,Citroen DS3,2011,4,65000.0,1.6L,108.0,Manual,Diesel,3695.0,GC,Hatchback,FHS Car Sales,Stockport,61,Citroen
25907,Vauxhall Astra,2011,1,285404.0,1.7L,108.0,Manual,Diesel,1000.0,GC,Estate,,,60,Vauxhall
25916,Citroen C3,2007,3,64063.0,1.4L,67.0,Manual,Diesel,1195.0,GC,Hatchback,Burton Cheap Cars,Burton On Trent,57,Citroen
25918,Vauxhall Corsa,2008,3,99513.0,1.2L,79.0,Manual,Petrol,1200.0,Cat D,Hatchback,GENERAL MOTORS,Birmingham,58,Vauxhall
25919,MINI Hatch,2007,3,85834.0,1.6L,118.0,Manual,Petrol,1990.0,GC,Hatchback,YAB Cars Ltd,Oldham,57,MINI
25921,MINI Hatch,2005,8,114650.0,1.6L,89.0,Manual,Petrol,1250.0,GC,Hatchback,DISCOUNT MOTOR CENTRE LIMITED,Rotherham,05,MINI
25922,Renault Clio,2013,6,81000.0,1.2L,74.0,Manual,Petrol,4895.0,GC,Hatchback,North Car Sales,Cheadle,13,Renault
25943,Renault Clio,2008,3,89000.0,1.2L,75.0,Manual,Petrol,1495.0,GC,Hatchback,Bargain Cars,Birmingham,08,Renault
25947,Fiat Panda,2010,3,95123.0,1.4L,100.0,Manual,Petrol,2450.0,GC,Hatchback,RKB MCR Motors,Manchester,10,Fiat
25950,SEAT Arosa,2002,8,81000.0,1.4L,60.0,Automatic,Petrol,1690.0,GC,Hatchback,A & S Motors,Walsall,02,SEAT
25959,KIA Soul,2010,3,97000.0,1.6L,126.0,Manual,Diesel,1989.0,GC,SUV,Fame Cars Ltd,Birmingham,59,KIA
25960,Vauxhall Vectra,2007,3,86000.0,1.8L,138.0,Manual,Petrol,1695.0,GC,Hatchback,KP Motors,Sheffield,07,Vauxhall
25962,Vauxhall Astra,2010,4,145000.0,1.7L,108.0,Manual,Diesel,1695.0,GC,Hatchback,AWAIS CAR SALES LIMITED,Halesowen,60,Vauxhall
25971,Citroen C4,2009,2,125000.0,1.6L,118.0,Manual,Petrol,790.0,GC,Hatchback,Harry's Car Sales,Peterborough,59,Citroen
25972,Peugeot 3008,2010,5,132000.0,1.6L,110.0,Manual,Diesel,1990.0,GC,SUV,A & S Motors,Walsall,10,Peugeot
25976,Peugeot 208,2015,3,54000.0,1.0L,67.0,Manual,Petrol,3995.0,GC,Hatchback,Cleckheaton Motor Sales,Cleckheaton,15,Peugeot
25983,Subaru Impreza,2006,4,87000.0,2.5L,227.0,Manual,Petrol,5795.0,GC,Saloon,Ghost Motors LTD,Cleckheaton,56,Subaru
25984,Fiat Punto,2012,7,80000.0,1.2L,69.0,Manual,Petrol,1990.0,GC,Hatchback,YORKSHIRE CAR SALES,Wakefield,,Fiat
25989,Toyota Auris,2007,1,60000.0,2.0L,126.0,Manual,Diesel,2495.0,GC,Hatchback,KS Car Sales,Wakefield,57,Toyota
25991,Vauxhall Corsa,2012,3,81432.0,1.2L,84.0,Manual,Petrol,3495.0,GC,Hatchback,First Choice Motors,Dewsbury,,Vauxhall
25992,Citroen DS3,2013,5,92000.0,1.6L,118.0,Manual,Petrol,2995.0,GC,Hatchback,Cleckheaton Motor Sales,Cleckheaton,13,Citroen
25997,Vauxhall Corsa,2012,2,112000.0,1.2L,84.0,Manual,Petrol,2390.0,GC,Hatchback,George St Car Sales,Darwen,,Vauxhall
26001,KIA RIO,2006,3,70000.0,1.5L,108.0,Manual,Diesel,1250.0,GC,Hatchback,Parkside Motor Store,Bolton,56,KIA
26002,Ford Focus,2011,3,98000.0,1.6L,99.0,Manual,Petrol,2100.0,GC,Hatchback,,,11,Ford
26003,Vauxhall Astra,2008,2,76000.0,1.6L,113.0,Manual,Petrol,2295.0,GC,Hatchback,Cars Of Manchester,Manchester,58,Vauxhall
26004,Peugeot 207,2007,4,58535.0,1.4L,90.0,Manual,Petrol,1995.0,GC,Hatchback,Unique Cars Lancashire,Nelson,07,Peugeot
26006,Audi A4,2006,4,158000.0,2.0L,138.0,Manual,Diesel,1250.0,GC,Saloon,Parkside Motor Store,Bolton,56,Audi
26011,Nissan Pixo,2012,4,110000.0,1.0L,67.0,Manual,Petrol,799.0,GC,Hatchback,Hickman Motors Limited,Batley,,Nissan
26012,Honda Cr-V,2007,6,175726.0,2.2L,138.0,Manual,Diesel,1645.0,GC,SUV,Blackline Motors,Oldham,07,Honda
26013,Citroen C4,2005,2,130492.0,2.0L,138.0,Manual,Diesel,1245.0,GC,Hatchback,6EG Motors,Oldham,55,Citroen
26015,Volvo V50,2006,1,129000.0,1.8L,125.0,Manual,Petrol,2289.0,GC,Estate,Ace Autos,Bradford,06,Volvo
26018,SEAT Leon,2008,5,76000.0,2.0L,168.0,Manual,Diesel,3290.0,GC,Hatchback,Hartley Motors,Leicester,08,SEAT
26019,Ford Mondeo,2008,3,125000.0,2.0L,138.0,Manual,Diesel,1399.0,GC,Hatchback,Za,Burton On Trent,58,Ford
26020,Peugeot 307,2007,5,91000.0,1.6L,110.0,Manual,Diesel,1395.0,GC,Hatchback,M & H Car Sales,Barnsley,07,Peugeot
26025,Volkswagen Passat,2002,5,160000.0,1.9L,100.0,Manual,Diesel,1290.0,GC,Estate,A & S Motors,Walsall,51,Volkswagen
26034,Volkswagen Golf,2005,2,200000.0,2.0L,74.0,Manual,Diesel,500.0,GC,Hatchback,Oakwood Autos,Bristol,05,Volkswagen
26040,Vauxhall Astra,2007,3,128000.0,1.6L,113.0,Manual,Petrol,500.0,GC,Hatchback,GAC Cars,Romford,57,Vauxhall
26041,Volkswagen Golf Plus,2009,4,122000.0,1.9L,103.0,Manual,Diesel,1495.0,GC,Hatchback,George St Car Sales,Darwen,58,Volkswagen
26043,Citroen DS4,2012,5,77500.0,1.6L,197.0,Manual,Petrol,4495.0,GC,Hatchback,Ashton Quality Cars Ltd,Ashton Under Lyne,,Citroen
26046,Renault Clio,2008,3,103200.0,1.2L,100.0,Manual,Petrol,999.0,GC,Hatchback,GENERAL MOTORS,Birmingham,08,Renault
26047,Vauxhall Corsa,2006,4,76874.0,1.2L,79.0,Manual,Petrol,999.0,GC,Hatchback,GENERAL MOTORS,Birmingham,56,Vauxhall
26048,BMW 1 Series,2007,8,140000.0,2.0L,175.0,Manual,Diesel,1950.0,GC,Hatchback,AA Cars,Keighley,57,BMW
26053,Vauxhall Insignia,2009,3,67000.0,1.8L,138.0,Manual,Petrol,2495.0,GC,Hatchback,hillgate motor company,Stockport,09,Vauxhall
26058,Volkswagen Golf,2005,3,112148.0,1.6L,113.0,Automatic,Petrol,1990.0,GC,Hatchback,OLIX MOTORS LIMITED,Nelson,05,Volkswagen
26061,Mazda2,2011,2,66200.0,1.5L,101.0,Manual,Petrol,3995.0,GC,Hatchback,Drive: Your Way Ltd,Huddersfield,11,Mazda2
26062,Vauxhall Astra,2012,3,114000.0,2.0L,163.0,Manual,Diesel,3034.0,GC,Estate,Lmc Trade Centre,Leeds,,Vauxhall
26069,Vauxhall Corsa,2012,4,80000.0,1.3L,74.0,Manual,Diesel,2495.0,GC,Hatchback,Drivehub Ltd,Rochdale,,Vauxhall
26070,Nissan Pixo,2013,2,70000.0,1.0L,67.0,Manual,Petrol,1850.0,Cat N,Hatchback,Priory Edge Cars,Sheffield,13,Nissan
26071,Suzuki Swift,2007,5,86820.0,1.5L,101.0,Manual,Petrol,1795.0,GC,Hatchback,Lex Motor Ltd,Rochdale,07,Suzuki
26072,SEAT Ibiza,2010,5,110000.0,1.4L,79.0,Manual,Diesel,2195.0,GC,Hatchback,Select A Car Sales,Stockport,10,SEAT
26073,Fiat Punto Evo,2010,3,100000.0,1.4L,77.0,Manual,Petrol,1200.0,GC,Hatchback,Parkside Motor Store,Bolton,60,Fiat
26081,Renault Clio,2010,3,115000.0,1.5L,85.0,Manual,Diesel,1299.0,GC,Estate,Za,Burton On Trent,60,Renault
26086,Honda Accord,2010,3,227500.0,2.2L,148.0,Manual,Diesel,1794.0,GC,Estate,BTS Cars,Derby,60,Honda
26088,Hyundai Amica,2007,3,54000.0,1.1L,62.0,Manual,Petrol,1100.0,GC,Hatchback,Faisal Cars,Birmingham,57,Hyundai
26096,Peugeot 307 CC,2006,1,114053.0,1.6L,110.0,Manual,Petrol,999.0,GC,Convertible,GENERAL MOTORS,Birmingham,06,Peugeot
26097,Audi A6 Avant,2006,5,168000.0,3.0L,230.0,Automatic,Diesel,1950.0,GC,Estate,TCS Group,Oldham,56,Audi
26098,Peugeot 207,2012,4,73000.0,1.4L,74.0,Manual,Petrol,1250.0,Cat D,Hatchback,Parkside Motor Store,Bolton,,Peugeot
26100,Vauxhall Astra,2007,4,71000.0,1.3L,89.0,Manual,Diesel,1695.0,GC,Hatchback,Rolling Autos Ltd,Leicester,07,Vauxhall
26101,Suzuki Swift,2007,4,84000.0,1.3L,91.0,Manual,Petrol,2395.0,GC,Hatchback,Fircroft Motors,Sheffield,07,Suzuki
26102,MINI Hatch,2007,4,95000.0,1.6L,118.0,Manual,Petrol,1000.0,GC,Hatchback,St Clements Cars,King's Lynn,57,MINI
26103,Ford Fiesta,2007,2,80000.0,1.2L,78.0,Manual,Petrol,1150.0,GC,Hatchback,Autopark UK,Meadowfield,57,Ford
26110,Citroen C-Crosser,2010,4,95607.0,2.2L,154.0,Manual,Diesel,2495.0,Cat N,SUV,HERITAGE ROAD MOTORS LTD,Batley,10,Citroen
26112,Honda Civic,2007,4,101000.0,1.8L,138.0,Manual,Petrol,1990.0,GC,Hatchback,YORKSHIRE CAR SALES,Wakefield,07,Honda
26114,Vauxhall Meriva,2012,5,120000.0,1.4L,138.0,Manual,Petrol,1850.0,GC,MPV,Parkside Motor Store,Bolton,,Vauxhall
26124,Volkswagen Polo,2008,6,109000.0,1.2L,60.0,Manual,Petrol,1650.0,Cat C,Hatchback,D3Kay Autos,Manchester,58,Volkswagen
26125,Volkswagen Golf,2008,1,163100.0,2.0L,138.0,Manual,Diesel,1995.0,GC,Hatchback,S A K Motors Ltd,Manchester,08,Volkswagen
26128,Nissan Pathfinder,2007,3,120000.0,2.5L,169.0,Automatic,Diesel,4450.0,GC,SUV,AA Cars,Keighley,07,Nissan
26129,Vauxhall Insignia,2012,1,134500.0,2.0L,128.0,Manual,Diesel,1250.0,GC,Hatchback,Parkside Motor Store,Bolton,,Vauxhall
26130,Volkswagen Golf,2006,1,113400.0,2.0L,74.0,Manual,Diesel,1195.0,GC,Hatchback,FYM Motors,Blackburn,56,Volkswagen
26132,SEAT Leon,2013,4,124000.0,1.2L,104.0,Manual,Petrol,2500.0,GC,Hatchback,Clifton Cars,Peterborough,13,SEAT
