,name,year,owners,mileage,litres,BHP,transmission,fuel,price,write_off_category,vehicle_type,seller_name,location,plate,brand
3951,Volvo S80,2000,2,167000.0,2.5L,140.0,Manual,Diesel,1195.0,GC,Saloon,Wetmore Motor Group LTD,Burton On Trent,X ,Volvo
3953,Toyota Avensis,2004,1,211135.0,1.8L,127.0,Automatic,Petrol,999.0,GC,Saloon,GENERAL MOTORS,Birmingham,,Toyota
3955,Lexus IS 220d,2007,8,218000.0,2.2L,175.0,Manual,Diesel,1450.0,Cat N,Saloon,JJF CARS LTD,Nottingham,56,Lexus
3956,Nissan Note,2010,3,120000.0,1.6L,108.0,Automatic,Petrol,3489.0,GC,Hatchback,Fame Cars Ltd,Birmingham,60,Nissan
3962,Volkswagen Jetta,2008,3,186000.0,1.9L,104.0,Manual,Diesel,1095.0,Cat N,Saloon,USED CARS SALES AND REPAIRS LTD,Birmingham,08,Volkswagen
3963,Ford KA,2007,3,50879.0,1.3L,69.0,Manual,Petrol,1095.0,GC,Hatchback,The Car Nation,Birmingham,07,Ford
3966,BMW 6 Series,2008,4,179880.0,3.0L,282.0,Automatic,Diesel,3000.0,GC,Coupe,,,58,BMW
3969,Renault Clio,2005,2,75000.0,1.2L,75.0,Manual,Petrol,1795.0,GC,Hatchback,M S Motor Trade,Peterborough,05,Renault
3970,Mitsubishi Shogun Sport,2005,7,123000.0,2.5L,114.0,Manual,Diesel,2495.0,GC,SUV,R R R MOTORS LIMITED,Birmingham,55,Mitsubishi
3975,Honda Civic,2007,4,125000.0,2.2L,138.0,Manual,Diesel,1095.0,GC,Hatchback,D C CARS SWAPSHOP,Sheffield,57,Honda
3976,Audi A4,2008,3,101000.0,2.0L,141.0,Manual,Diesel,4795.0,GC,Saloon,LA Automotive,Birmingham,58,Audi
3977,Vauxhall Corsa,2009,1,94000.0,1.2L,79.0,Manual,Petrol,1895.0,GC,Hatchback,M & A Motors,Northampton,59,Vauxhall
3980,Fiat Multipla,2007,5,106000.0,1.9L,120.0,Manual,Diesel,1985.0,GC,MPV,Assured Cars Supermarket Ltd (Birmingham),Birmingham,07,Fiat
3981,BMW 3 Series,2006,1,165000.0,2.0L,120.0,Manual,Diesel,1995.0,GC,Saloon,G&A Traders Ltd,Wolverhampton,56,BMW
3982,Honda Civic,2005,8,144000.0,1.6L,108.0,Manual,Petrol,1690.0,GC,Hatchback,Mangotsfield Motor Company,Bristol,55,Honda
3984,Citroen C1,2011,3,101041.0,1.0L,67.0,Manual,Petrol,1895.0,GC,Hatchback,WatCar,Tamworth,11,Citroen
3989,Renault Clio,2011,4,80000.0,1.2L,74.0,Manual,Petrol,2190.0,GC,Hatchback,Joe's Cars Leeds,Leeds,11,Renault
3991,Audi A3,2012,2,114321.0,2.0L,138.0,Manual,Diesel,3495.0,GC,Hatchback,Kabz Motors,High Wycombe,,Audi
3992,Honda Jazz,2004,2,90000.0,1.4L,82.0,Automatic,Petrol,2489.0,GC,Hatchback,Fame Cars Ltd,Birmingham,53,Honda
3993,Volkswagen Polo,2008,3,156789.0,1.4L,69.0,Manual,Diesel,1195.0,GC,Hatchback,Barry Jones Motors,Walsall,58,Volkswagen
3998,Volkswagen Touran,2012,3,88000.0,2.0L,138.0,Manual,Diesel,6995.0,GC,MPV,LA Automotive,Birmingham,,Volkswagen
4005,Vauxhall Corsa,2009,3,114067.0,1.2L,79.0,Manual,Petrol,1000.0,GC,Hatchback,GENERAL MOTORS,Birmingham,58,Vauxhall
4008,Jaguar XF,2010,3,160000.0,3.0L,271.0,Automatic,Diesel,2989.0,GC,Saloon,Fame Cars Ltd,Birmingham,60,Jaguar
4009,Vauxhall Insignia,2016,3,122000.0,1.6L,134.0,Manual,Diesel,3300.0,GC,Hatchback,,,16,Vauxhall
4010,Ford Focus,2009,3,107000.0,1.6L,113.0,Manual,Petrol,2500.0,GC,Hatchback,D S Trading,Cannock,59,Ford
4019,Hyundai i20,2010,4,80500.0,1.2L,77.0,Manual,Petrol,2350.0,GC,Hatchback,Blue Ice Motors Limited,Leicester,10,Hyundai
4020,Fiat Doblo,2004,1,129000.0,1.3L,70.0,Manual,Diesel,1495.0,GC,Estate,Percy Motors Birmingham Ltd,Birmingham,,Fiat
4021,Fiat Bravo,2007,2,42106.0,1.4L,90.0,Manual,Petrol,1815.0,GC,Hatchback,,,57,Fiat
4022,Honda Jazz,2004,5,100010.0,1.4L,82.0,Automatic,Petrol,1695.0,GC,Hatchback,,,,Honda
4024,Alfa Romeo Mito,2009,6,97000.0,1.4L,95.0,Manual,Petrol,1995.0,GC,Hatchback,G&A Traders Ltd,Wolverhampton,59,Alfa
4025,Honda Civic,2009,3,81000.0,1.8L,138.0,Manual,Petrol,3990.0,GC,Hatchback,Drivers Choice Limited,Birmingham,59,Honda
4032,Ford Focus,2007,4,77000.0,1.8L,123.0,Manual,Petrol,1499.0,GC,Hatchback,HRM Motors,Birmingham,07,Ford
4033,Subaru Legacy,2007,5,96428.0,2.0L,146.0,Automatic,Petrol,1995.0,GC,Estate,AR Car Lot Ltd,Birmingham,57,Subaru
4037,Ford Focus,2007,5,190000.0,1.6L,113.0,Manual,Petrol,995.0,GC,Hatchback,Prince Motors,Walsall,07,Ford
4039,Ford Mondeo,2011,3,114863.0,2.0L,237.0,Automatic,Petrol,3000.0,GC,Estate,Craig Pettit Motor Sales Ltd,Northampton,61,Ford
4040,Alfa Romeo Mito,2009,8,111000.0,1.4L,155.0,Manual,Petrol,2295.0,GC,Hatchback,RS Motors,Birmingham,09,Alfa
4045,Ford Focus C-Max,2005,4,83795.0,1.8L,123.0,Manual,Petrol,1350.0,GC,MPV,TCS Trade Car Sales (Midlands) Ltd,Walsall,55,Ford
4046,Ford Grand C-Max,2011,4,97701.0,2.0L,138.0,Manual,Diesel,3995.0,GC,MPV,Burton Cheap Cars,Burton On Trent,11,Ford
4048,Mazda3,2010,2,98800.0,1.6L,104.0,Manual,Petrol,2500.0,GC,Hatchback,,,60,Mazda3
4049,Citroen C4,2005,2,58970.0,1.6L,110.0,Manual,Petrol,1495.0,GC,Coupe,The Car Nation,Birmingham,55,Citroen
4050,Hyundai i40,2013,2,125000.0,1.7L,113.0,Manual,Diesel,2950.0,GC,Estate,Great Car Deals,Birmingham,13,Hyundai
4054,Volkswagen Golf Plus,2007,3,118000.0,2.0L,138.0,Automatic,Diesel,1500.0,GC,Hatchback,AA Cars,Keighley,07,Volkswagen
4059,Vauxhall Astra,2007,3,102229.0,1.8L,123.0,Manual,Petrol,1245.0,GC,Hatchback,Burton Cheap Cars,Burton On Trent,07,Vauxhall
4060,Toyota IQ,2010,3,130000.0,1.0L,68.0,Automatic,Petrol,3489.0,GC,Hatchback,Fame Cars Ltd,Birmingham,10,Toyota
4061,Peugeot 208,2013,2,74000.0,1.4L,67.0,Manual,Diesel,2999.0,GC,Hatchback,,,13,Peugeot
4064,Hyundai i30,2009,1,120000.0,1.6L,113.0,Manual,Diesel,1495.0,GC,Estate,Friends Cars Burton,Burton On Trent,59,Hyundai
4065,MINI Hatch,2011,5,90000.0,1.6L,110.0,Manual,Diesel,3345.0,GC,Hatchback,Alexander Motors Car Ltd,Cradley Heath,60,MINI
4066,Nissan Qashqai,2014,3,110000.0,1.5L,108.0,Manual,Diesel,2995.0,Cat N,SUV,Spring Motors Ltd,Birmingham,63,Nissan
4067,Renault Clio,2012,4,74357.0,1.2L,74.0,Manual,Petrol,3200.0,GC,Hatchback,DYNAMIC CAR SALES LTD,Dudley,,Renault
4074,Mazda3,2007,6,99000.0,1.6L,103.0,Manual,Petrol,1775.0,GC,Hatchback,VICKS AUTOS LTD,Birmingham,07,Mazda3
4077,Renault Clio,2007,7,102000.0,1.1L,100.0,Manual,Petrol,2495.0,GC,Hatchback,M S Motor Trade,Peterborough,57,Renault
4079,Honda Jazz,2005,2,66622.0,1.4L,82.0,Manual,Petrol,1245.0,GC,Hatchback,Repute Motors,Oldham,55,Honda
4088,Nissan Note,2012,5,163000.0,1.5L,89.0,Manual,Diesel,1690.0,GC,Hatchback,Selly Park Motors,Birmingham,,Nissan
4092,Ford Focus,2004,3,98000.0,1.6L,99.0,Manual,Petrol,1000.0,GC,Hatchback,Cars4Less,Burton On Trent,04,Ford
4093,Toyota Yaris,2004,2,66851.0,1.0L,67.0,Manual,Petrol,1695.0,GC,Hatchback,M Z AUTOS CAR SALES LIMITED,Birmingham,,Toyota
4094,Ford C-Max,2012,2,112000.0,1.6L,104.0,Manual,Petrol,2999.0,GC,MPV,GMC MOTORS B'HAM LIMITED,Birmingham,,Ford
4095,Ford Focus,2013,3,55000.0,1.0L,99.0,Manual,Petrol,5450.0,GC,Hatchback,Balaj Motors,Birmingham,63,Ford
4112,Volkswagen Golf Sv,2019,3,42007.0,1.5L,128.0,Manual,Petrol,13150.0,GC,MPV,FRF Lexus Cardiff,Cardiff,19,Volkswagen
4140,Mercedes-Benz A Class,2019,1,91439.0,1.5L,114.0,Automatic,Diesel,15850.0,GC,Saloon,Carsa,Collect from Southampton,69,Mercedes-Benz
4151,Mercedes-Benz C Class,2005,4,129175.0,2.1L,122.0,Automatic,Diesel,950.0,GC,Saloon,,,05,Mercedes-Benz
4174,Ford KA,2010,5,97000.0,1.2L,68.0,Manual,Petrol,1994.0,GC,Hatchback,Oakwood Autos,Bristol,60,Ford
4184,KIA Stonic,2018,2,43671.0,1.4L,98.0,Manual,Petrol,11255.0,GC,SUV,Carsa,Collect from Southampton,18,KIA
4185,Ford Focus,2013,2,98589.0,1.0L,123.0,Manual,Petrol,3950.0,GC,Hatchback,CRC,Bristol,62,Ford
4193,Toyota Avensis,2007,2,120500.0,1.8L,127.0,Manual,Petrol,1995.0,GC,Hatchback,CAR MART (SW) LTD,Bristol,07,Toyota
4194,Volkswagen Polo,2010,1,140000.0,1.2L,69.0,Manual,Petrol,2750.0,GC,Hatchback,,,59,Volkswagen
4200,Vauxhall Astra,2012,2,72232.0,1.6L,113.0,Manual,Petrol,4595.0,GC,Hatchback,Pasion Motors Ltd,Bristol,,Vauxhall
4205,Citroen DS3,2013,3,74000.0,1.6L,118.0,Manual,Petrol,3295.0,GC,Hatchback,Automatic Cars,Bristol,62,Citroen
4207,Renault Clio,2010,3,85000.0,1.2L,74.0,Manual,Petrol,1999.0,GC,Hatchback,Hanham Family Cars,Bristol,10,Renault
4221,Peugeot 3008,2012,3,126712.0,1.6L,110.0,Manual,Diesel,2495.0,GC,SUV,CLS AUTO SOLUTIONS LTD,Bristol,,Peugeot
4228,Vauxhall Astra,2012,1,52000.0,1.4L,99.0,Manual,Petrol,4995.0,GC,Hatchback,Birchwood Motors Ltd,Cardiff,,Vauxhall
4231,Volkswagen Golf,2005,2,200000.0,2.0L,74.0,Manual,Diesel,994.0,GC,Hatchback,Oakwood Autos,Bristol,05,Volkswagen
4237,Fiat Tipo,2017,2,81000.0,1.4L,94.0,Manual,Petrol,6495.0,GC,Hatchback,CAR MART (SW) LTD,Bristol,17,Fiat
4261,Vauxhall Astra,2012,3,89000.0,1.6L,113.0,Manual,Petrol,2995.0,GC,Hatchback,Myrtle Vehicle Sales,Bristol,,Vauxhall
4286,Ford Focus,2004,2,83650.0,1.6L,99.0,Manual,Petrol,1500.0,GC,Hatchback,IVY JACOB CARS LTD,Bristol,04,Ford
4292,Volkswagen Polo,2010,2,105666.0,1.4L,84.0,Manual,Petrol,3299.0,GC,Hatchback,,,60,Volkswagen
4297,Ford Fiesta,2010,2,177000.0,1.25L,81.0,Manual,Petrol,1690.0,GC,Hatchback,Mangotsfield Motor Company,Bristol,10,Ford
4301,Mazda3,2006,4,70511.0,1.6L,103.0,Automatic,Petrol,2985.0,GC,Hatchback,MBS AUTOMOTIVE,Bristol,56,Mazda3
4302,MINI Hatch,2009,6,69222.0,1.6L,118.0,Manual,Petrol,3499.0,GC,Hatchback,CAR MART (SW) LTD,Bristol,59,MINI
4330,Vauxhall Corsa,2012,2,147000.0,1.3L,74.0,Manual,Diesel,1750.0,GC,Hatchback,South West Traderz Ltd,Bristol,,Vauxhall
4348,KIA RIO,2009,5,71000.0,1.4L,95.0,Manual,Petrol,1799.0,GC,Hatchback,Hanham Family Cars,Bristol,09,KIA
4355,Ford Fiesta,2016,2,52000.0,1.0L,123.0,Manual,Petrol,7495.0,GC,Hatchback,Birchwood Motors Ltd,Cardiff,65,Ford
4382,BMW 3 Series,2010,3,113000.0,2.0L,168.0,Manual,Petrol,4795.0,GC,Saloon,iCars Automotive,Bristol,59,BMW
4383,Abarth Grande Punto,2008,3,85600.0,1.4L,153.0,Manual,Petrol,2695.0,GC,Hatchback,Avon Motors,Bristol,58,Abarth
4385,Vauxhall Corsa,2007,6,78000.0,1.2L,79.0,Manual,Petrol,2495.0,GC,Hatchback,Impulse automotive,Gloucester,57,Vauxhall
4404,Peugeot 207 CC,2011,4,65300.0,1.6L,118.0,Manual,Petrol,1195.0,GC,Convertible,Sam Motor,High Wycombe,11,Peugeot
4414,SEAT Ibiza,2009,1,70833.0,1.4L,84.0,Manual,Petrol,2820.0,GC,Hatchback,,,59,SEAT
4418,Vauxhall Insignia,2012,8,121000.0,2.0L,128.0,Manual,Diesel,2295.0,GC,Hatchback,Jacobs Automobile Ltd,Bristol,,Vauxhall
4431,Jaguar XF,2010,3,57000.0,3.0L,237.0,Automatic,Diesel,4500.0,GC,Saloon,Pitstop Motors,Swindon,60,Jaguar
4439,Citroen C3,2007,4,55000.0,1.4L,72.0,Manual,Petrol,1995.0,GC,Hatchback,CAR MART (SW) LTD,Bristol,57,Citroen
4452,SEAT Ibiza,2012,2,66445.0,1.4L,84.0,Manual,Petrol,4995.0,GC,Hatchback,AJK Autos (Bristol) Limited,Bristol,,SEAT
4472,Peugeot 307,2006,4,85000.0,1.6L,90.0,Manual,Diesel,1750.0,GC,Hatchback,JDM Trading Ltd,Rotherham,06,Peugeot
4480,Ford Fiesta,2012,5,93062.0,1.25L,81.0,Manual,Petrol,2999.0,GC,Hatchback,MBS AUTOMOTIVE,Bristol,,Ford
4481,SKODA Fabia,2010,4,104568.0,1.4L,80.0,Manual,Diesel,2275.0,GC,Hatchback,CLS AUTO SOLUTIONS LTD,Bristol,59,SKODA
4483,Mazda2,2008,5,107165.0,1.3L,74.0,Manual,Petrol,566.0,GC,Hatchback,CARS WITH CHARACTOR LIMITED T/A Click Car,Stockport,08,Mazda2
4487,BMW 1 Series,2013,3,60000.0,1.6L,134.0,Manual,Petrol,8494.0,GC,Hatchback,Oakwood Autos,Bristol,63,BMW
4488,Ford Focus,2005,3,89000.0,2.0L,143.0,Manual,Petrol,1650.0,GC,Hatchback,Cesil Motors,Weston Super Mare,05,Ford
4494,Peugeot 207,2012,2,58663.0,1.4L,74.0,Manual,Petrol,3200.0,GC,Hatchback,Carhub Newport Ltd,Newport,,Peugeot
4497,Renault Clio,2011,3,68000.0,1.2L,74.0,Manual,Petrol,2999.0,GC,Hatchback,Motorwell,Bristol,61,Renault
4500,SKODA Octavia,2002,5,193200.0,1.9L,110.0,Manual,Diesel,845.0,GC,Estate,,,52,SKODA
4507,Vauxhall Astra,2012,4,89000.0,1.6L,113.0,Manual,Petrol,3890.0,GC,Hatchback,WESTON MOTOR HUB,Bristol,,Vauxhall
4508,Saab 9-5,2004,3,139999.0,2.0L,150.0,Manual,Petrol,1490.0,GC,Estate,Trade Link of Devon,Axminster,,Saab
4530,Volkswagen Golf,2005,4,111000.0,2.0L,148.0,Manual,Petrol,1150.0,GC,Hatchback,Stroud Vehicle Solutions Ltd,Gloucester,05,Volkswagen
4539,Ford Focus,2010,4,104000.0,1.6L,99.0,Manual,Petrol,1895.0,GC,Hatchback,Stonehouse Motor Company (SW) Ltd,Stonehouse,59,Ford
4549,Citroen DS3,2014,3,88000.0,1.6L,118.0,Manual,Petrol,3295.0,GC,Hatchback,Automatic Cars,Bristol,63,Citroen
4564,Vauxhall Corsa,2007,3,96615.0,1.2L,79.0,Automatic,Petrol,2495.0,Cat N,Hatchback,C&S CAR HAUS LIMITED,Bristol,07,Vauxhall
4565,Nissan Qashqai+2,2009,3,94000.0,1.6L,113.0,Manual,Petrol,3494.0,GC,SUV,Oakwood Autos,Bristol,09,Nissan
4570,Volkswagen Golf,1999,3,140000.0,1.6L,100.0,Manual,Petrol,375.0,GC,Convertible,,,T ,Volkswagen
4577,Honda Civic,2001,6,130387.0,1.4L,89.0,Manual,Petrol,999.0,GC,Hatchback,,,51,Honda
4579,BMW 3 Series,2003,6,110000.0,2.0L,143.0,Manual,Petrol,1075.0,GC,Convertible,,,53,BMW
4580,Ford Focus C-Max,2005,3,100000.0,1.6L,99.0,Manual,Petrol,1000.0,GC,MPV,,,05,Ford
4583,Citroen C1,2011,2,117700.0,1.0L,67.0,Manual,Petrol,2495.0,GC,Hatchback,CAR MART (SW) LTD,Bristol,11,Citroen
4593,Ford Fiesta,2008,3,91000.0,1.25L,74.0,Manual,Petrol,1499.0,GC,Hatchback,Hanham Family Cars,Bristol,58,Ford
4594,Peugeot 107,2007,8,86000.0,1.0L,67.0,Manual,Petrol,1499.0,GC,Hatchback,Hanham Family Cars,Bristol,57,Peugeot
4600,Mazda6,2009,2,157661.0,2.0L,145.0,Manual,Petrol,1500.0,GC,Hatchback,Range Motor,Hounslow,59,Mazda6
4624,Audi TT,2005,4,155840.0,1.8L,180.0,Manual,Petrol,800.0,GC,Coupe,,,05,Audi
4636,Land Rover Freelander 2,2011,3,94000.0,2.2L,148.0,Manual,Diesel,5995.0,GC,SUV,IHCW & S Ltd,Yeovil,60,Land
4637,Honda Jazz,2007,2,51372.0,1.4L,82.0,Manual,Petrol,2995.0,GC,Hatchback,CLS AUTO SOLUTIONS LTD,Bristol,57,Honda
4651,Mazda2,2010,3,93000.0,1.3L,85.0,Manual,Petrol,2299.0,GC,Hatchback,Hanham Family Cars,Bristol,60,Mazda2
4654,Peugeot 2008,2016,1,70000.0,1.6L,118.0,Manual,Diesel,7950.0,GC,SUV,CRC,Bristol,,Peugeot
4668,Chevrolet Captiva,2012,3,83000.0,2.2L,181.0,Automatic,Diesel,3999.0,GC,SUV,Automatic Cars,Bristol,,Chevrolet
4677,Ford Focus,2010,3,100000.0,1.6L,99.0,Manual,Petrol,2300.0,GC,Hatchback,The Car Station,Bristol,60,Ford
4678,Audi A3,2008,2,191000.0,1.9L,104.0,Manual,Diesel,1495.0,Cat D,Hatchback,iCars Automotive,Bristol,58,Audi
4691,KIA Picanto,2009,5,69900.0,1.0L,60.0,Manual,Petrol,1699.0,GC,Hatchback,Trade Link of Devon,Axminster,09,KIA
4695,Vauxhall Meriva,2011,3,72000.0,1.4L,99.0,Manual,Petrol,3295.0,GC,MPV,Birchwood Motors Ltd,Cardiff,61,Vauxhall
4707,Vauxhall Corsa,2010,1,76000.0,1.4L,99.0,Manual,Petrol,2990.0,GC,Hatchback,T D Motors,Bristol,59,Vauxhall
4711,Renault Megane,2012,3,80300.0,1.9L,128.0,Manual,Diesel,2500.0,GC,Coupe,,,,Renault
4722,Ford Fiesta,2013,6,98819.0,1.6L,94.0,Manual,Diesel,4999.0,GC,Hatchback,TMR CARS Limited,Newport,13,Ford
4726,Ford KA,2013,3,63000.0,1.2L,68.0,Manual,Petrol,3690.0,GC,Hatchback,Supreme Cars Cheltenham Ltd,Cheltenham,62,Ford
4733,Renault Clio,2010,3,69000.0,1.2L,99.0,Manual,Petrol,2999.0,GC,Hatchback,Staple Hill Motor Company Limited,Bristol,59,Renault
4735,SEAT Ibiza,2014,2,76311.0,1.2L,104.0,Manual,Petrol,5995.0,GC,Hatchback,DACI AUTOS BRISTOL,Bristol,64,SEAT
4736,Chevrolet Matiz,2009,4,45000.0,1.0L,64.0,Manual,Petrol,1599.0,GC,Hatchback,Hanham Family Cars,Bristol,59,Chevrolet
4737,MINI Hatch,2009,3,115000.0,1.6L,118.0,Manual,Petrol,1290.0,GC,Hatchback,Harry's Car Sales,Peterborough,09,MINI
4751,Ford Fiesta,2005,2,98380.0,1.25L,74.0,Manual,Petrol,1795.0,GC,Hatchback,Ganine Doyle Cars Ltd,Taunton,05,Ford
4759,Vauxhall Astra,2004,3,180000.0,1.6L,103.0,Manual,Petrol,1000.0,GC,Hatchback,The Car Station,Bristol,,Vauxhall
4775,Renault Megane,2008,4,165000.0,2.0L,150.0,Manual,Diesel,1595.0,GC,Estate,Impulse automotive,Gloucester,08,Renault
4777,Citroen C4,2014,2,86000.0,1.6L,89.0,Manual,Diesel,3980.0,GC,Hatchback,CMA Cars Ltd,Trowbridge,14,Citroen
4790,Nissan Note,2006,5,86688.0,1.6L,109.0,Manual,Petrol,1795.0,GC,Hatchback,C&S CAR HAUS LIMITED,Bristol,06,Nissan
4793,Volkswagen Golf,2009,2,125022.0,1.6L,104.0,Manual,Diesel,3245.0,GC,Hatchback,MBS AUTOMOTIVE,Bristol,59,Volkswagen
4802,MINI Hatch,2006,4,90000.0,1.6L,116.0,Manual,Petrol,2495.0,GC,Hatchback,Myrtle Vehicle Sales,Bristol,06,MINI
4818,Renault Scenic,2009,2,103000.0,1.6L,108.0,Manual,Petrol,1699.0,GC,MPV,Barry Bangers,Cardiff,59,Renault
4823,Volkswagen Polo,2009,3,114000.0,1.4L,79.0,Manual,Petrol,1400.0,Cat S,Hatchback,ALPHA33 CARS LTD,Southampton,59,Volkswagen
4835,Vauxhall Corsa,2011,3,110000.0,1.2L,84.0,Manual,Petrol,2699.0,GC,Hatchback,Staple Hill Motor Company Limited,Bristol,11,Vauxhall
4845,Ford Fiesta,2014,5,117000.0,1.0L,123.0,Manual,Petrol,3995.0,GC,Hatchback,Impulse automotive,Gloucester,14,Ford
4847,Citroen C3 Picasso,2009,5,71560.0,1.6L,89.0,Manual,Diesel,2495.0,GC,MPV,Jacobs Automobile Ltd,Bristol,09,Citroen
4861,Vauxhall Astra,2014,3,88000.0,1.4L,99.0,Manual,Petrol,4000.0,GC,Hatchback,JDM Trading Ltd,Rotherham,64,Vauxhall
4863,Mercedes-Benz C Class,2011,4,103000.0,1.8L,154.0,Automatic,Petrol,4250.0,GC,Saloon,Stroud Vehicle Solutions Ltd,Gloucester,11,Mercedes-Benz
4865,Peugeot 107,2007,5,53000.0,1.0L,67.0,Manual,Petrol,1699.0,GC,Hatchback,Hanham Family Cars,Bristol,57,Peugeot
4866,Suzuki Swift,2008,5,106000.0,1.5L,101.0,Manual,Petrol,1699.0,GC,Hatchback,Hanham Family Cars,Bristol,58,Suzuki
4871,Citroen C1,2007,4,62000.0,1.0L,66.0,Manual,Petrol,1699.0,GC,Hatchback,Hanham Family Cars,Bristol,07,Citroen
4878,Ford Fiesta,2009,2,137356.0,1.4L,94.0,Manual,Petrol,1490.0,GC,Hatchback,,,09,Ford
4879,MINI Hatch,2005,8,97000.0,1.6L,90.0,Manual,Petrol,2495.0,GC,Hatchback,iCars Automotive,Bristol,55,MINI
4888,Fiat Punto Evo,2011,6,100000.0,1.3L,75.0,Manual,Diesel,1995.0,GC,Hatchback,Wheel City Motors,Bargoed,11,Fiat
4889,Fiat 500,2011,3,49500.0,0.9L,85.0,Manual,Petrol,4495.0,GC,Hatchback,CAR MART (SW) LTD,Bristol,61,Fiat
4893,Ford Fiesta,2007,4,103000.0,1.25L,74.0,Manual,Petrol,1399.0,GC,Hatchback,Hanham Family Cars,Bristol,07,Ford
4894,Ford Focus,2008,1,88000.0,1.6L,99.0,Manual,Petrol,1995.0,GC,Hatchback,,,08,Ford
4907,Ford KA,2012,3,101454.0,1.2L,68.0,Manual,Petrol,2100.0,GC,Hatchback,Junction 21 Motors,Weston Super Mare,,Ford
4913,Vauxhall Corsa,2010,3,96550.0,1.0L,64.0,Manual,Petrol,2495.0,GC,Hatchback,M4 Smart Cars Ltd,Chippenham,60,Vauxhall
4928,Mazda3,2015,3,124650.0,2.2L,148.0,Manual,Diesel,5245.0,GC,Hatchback,MBS AUTOMOTIVE,Bristol,15,Mazda3
4929,Volkswagen Touran,2011,3,117150.0,1.6L,89.0,Manual,Diesel,4300.0,GC,MPV,Junction 21 Motors,Weston Super Mare,11,Volkswagen
4936,MINI Hatch,2009,2,67000.0,1.4L,94.0,Manual,Petrol,2800.0,GC,Hatchback,,,59,MINI
4941,SKODA Rapid Spaceback,2015,4,132000.0,1.6L,89.0,Automatic,Diesel,4494.0,GC,Hatchback,Oakwood Autos,Bristol,15,SKODA
4945,MINI Hatch,2008,6,66000.0,1.6L,173.0,Manual,Petrol,4990.0,GC,Hatchback,WESTON MOTOR HUB,Bristol,57,MINI
4947,Suzuki Swift,2009,3,96509.0,1.3L,91.0,Manual,Petrol,2250.0,GC,Hatchback,JDM Trading Ltd,Rotherham,09,Suzuki
4956,BMW 3 Series,2004,7,114675.0,2.0L,150.0,Manual,Diesel,2300.0,GC,Saloon,Junction 21 Motors,Weston Super Mare,04,BMW
4957,Peugeot 206,2008,6,110000.0,1.4L,75.0,Manual,Petrol,1250.0,GC,Hatchback,,,08,Peugeot
4972,Renault Clio,2007,2,95000.0,1.4L,98.0,Manual,Petrol,1299.0,GC,Hatchback,Hanham Family Cars,Bristol,56,Renault
4988,Ford Fiesta,2015,2,68600.0,1.0L,123.0,Manual,Petrol,6895.0,GC,Hatchback,CAR MART (SW) LTD,Bristol,15,Ford
4997,Vauxhall Antara,2013,3,109119.0,2.2L,160.0,Automatic,Diesel,4495.0,GC,SUV,EAGLE CARS & COMMERCIALS LIMITED,Gloucester,13,Vauxhall
4998,MINI Hatch,2011,2,84000.0,1.6L,89.0,Manual,Diesel,4495.0,GC,Hatchback,Specialist Cars of Bristol,Bristol,61,MINI
5016,Volkswagen Lupo,2004,2,60000.0,1.0L,50.0,Manual,Petrol,1690.0,GC,Hatchback,Newton Motors Limited,Bristol,,Volkswagen
5020,Citroen Berlingo,2006,3,202000.0,1.6L,74.0,Manual,Diesel,1390.0,GC,MPV,Mangotsfield Motor Company,Bristol,55,Citroen
5026,Vauxhall Astra,2011,3,90000.0,1.4L,99.0,Manual,Petrol,1690.0,GC,Hatchback,Harry's Car Sales,Peterborough,11,Vauxhall
5041,Peugeot RCZ,2013,3,54000.0,1.6L,154.0,Manual,Petrol,8250.0,GC,Coupe,Motorwell,Bristol,63,Peugeot
5042,SKODA Fabia,2004,2,70278.0,1.9L,130.0,Manual,Diesel,6999.0,GC,Hatchback,,,,SKODA
5053,Ford Focus,2009,2,101000.0,1.6L,99.0,Manual,Petrol,2499.0,GC,Hatchback,Favourite Motors,Caldicot,59,Ford
5059,Mazda2,2009,1,104000.0,1.3L,74.0,Manual,Petrol,1799.0,GC,Hatchback,Hanham Family Cars,Bristol,59,Mazda2
5082,MINI Hatch,2010,4,98500.0,1.6L,120.0,Manual,Petrol,3500.0,GC,Hatchback,MENDIP CAR COMPANY,Somerton,60,MINI
5089,Citroen C1,2010,2,93000.0,1.0L,67.0,Manual,Petrol,1995.0,GC,Hatchback,RS Motors London Limited,Chalfont St. Giles,59,Citroen
5090,Ford Mondeo,2011,2,94000.0,2.2L,197.0,Automatic,Diesel,5995.0,GC,Estate,IHCW & S Ltd,Yeovil,11,Ford
5100,Nissan Micra,2005,5,109000.0,1.6L,109.0,Manual,Petrol,1400.0,GC,Hatchback,ATLAS AUTOMOBILES UK LTD,Windsor,55,Nissan
5124,MINI Hatch,2012,2,79150.0,1.6L,97.0,Manual,Petrol,3900.0,GC,Hatchback,,,,MINI
5126,Renault Megane,2011,3,92000.0,1.6L,108.0,Manual,Petrol,2399.0,GC,Hatchback,Motor City Bristol,Bristol,11,Renault
5141,Peugeot 208,2013,4,147000.0,1.2L,81.0,Manual,Petrol,2400.0,GC,Hatchback,,,13,Peugeot
5155,Mercedes-Benz C Class,2009,3,90000.0,2.1L,168.0,Manual,Diesel,3490.0,GC,Saloon,The Perfect Car,Bristol,59,Mercedes-Benz
