,name,year,mileage,litres,BHP,transmission,fuel,price,write_off_category,vehicle_type,seller_name,location,plate,brand
3564,Lexus IS 250,2007,75000.0,2.5L,204.0,Manual,Petrol,3950,GC,Saloon,Selly Park Motors,Birmingham,07,Lexus
3569,Ford Focus,2008,114016.0,1.4L,79.0,Manual,Petrol,1295,GC,Hatchback,Burton Cheap Cars,Burton On Trent,58,Ford
3570,Volkswagen EOS,2006,110000.0,2.0L,207.0,Manual,Petrol,1500,GC,Convertible,,,06,Volkswagen
3571,Vauxhall Corsa,2012,68911.0,1.3L,74.0,Manual,Diesel,1299,GC,Hatchback,North West Autos Blackburn,Blackburn,,Vauxhall
3572,Renault Clio,2009,81900.0,1.5L,85.0,Manual,Diesel,1599,GC,Hatchback,,,59,Renault
3573,Honda Civic,2007,170000.0,1.8L,138.0,Manual,Petrol,1099,GC,Hatchback,,,56,Honda
3574,Honda Civic,2010,66700.0,1.4L,98.0,Manual,Petrol,1795,Cat C,Hatchback,,,10,Honda
3575,Ford Mondeo,2011,163000.0,1.6L,113.0,Manual,Diesel,2000,GC,Estate,SD Vehicles Ltd,Nuneaton,61,Ford
3576,BMW 3 Series,2008,115000.0,2.0L,175.0,Manual,Diesel,1995,GC,Saloon,,,08,BMW
3577,Honda Civic,2008,153000.0,2.2L,138.0,Manual,Diesel,1995,GC,Hatchback,Wyke Motors,Bradford,58,Honda
3578,BMW 3 Series,2003,210000.0,2.5L,192.0,Automatic,Petrol,1495,GC,Convertible,TMV Cars,Burton On Trent,03,BMW
3583,Vauxhall Astra Gtc,2012,140000.0,2.0L,163.0,Manual,Diesel,2795,GC,Coupe,Select A Car,Birmingham,,Vauxhall
3584,Vauxhall Astra,2010,87000.0,1.6L,113.0,Manual,Petrol,2850,GC,Hatchback,Cars 4 U,Willenhall,10,Vauxhall
3585,Vauxhall Corsa,2007,100000.0,1.2L,79.0,Manual,Petrol,1390,GC,Hatchback,Joe's Cars Leeds,Leeds,07,Vauxhall
3586,Nissan Qashqai,2009,139190.0,1.6L,113.0,Manual,Petrol,1995,GC,Hatchback,Upton Cars Ltd,Nuneaton,59,Nissan
3590,Ford Focus,2012,101743.0,1.0L,123.0,Manual,Petrol,3250,GC,Hatchback,ALABASTER AUTO CENTRE LTD,Tipton,,Ford
3591,Audi A4,2011,126700.0,2.0L,141.0,Automatic,Diesel,3995,GC,Saloon,M Z AUTOS CAR SALES LIMITED,Birmingham,11,Audi
3597,Citroen C4,2012,82387.0,1.6L,118.0,Automatic,Petrol,3995,Cat N,Hatchback,Harry Cars,Oldbury,,Citroen
3598,BMW 1 Series,2009,159000.0,2.0L,114.0,Manual,Diesel,600,GC,Hatchback,,,59,BMW
3599,Nissan Qashqai+2,2010,140000.0,1.6L,113.0,Manual,Petrol,3489,GC,SUV,Fame Cars Ltd,Birmingham,60,Nissan
3600,SKODA Fabia,2004,109035.0,1.2L,54.0,Manual,Petrol,1195,GC,Hatchback,TMV Cars,Burton On Trent,53,SKODA
3601,Peugeot 607,2007,135634.0,2.0L,136.0,Manual,Diesel,2000,GC,Saloon,ALABASTER AUTO CENTRE LTD,Tipton,07,Peugeot
3602,Ford Mondeo,2008,101000.0,2.2L,173.0,Manual,Diesel,2490,GC,Hatchback,Midland Quality Cars Ltd,Birmingham,58,Ford
3603,Ford Focus,2010,120000.0,1.6L,108.0,Manual,Diesel,1995,GC,Hatchback,Percy Motors Birmingham Ltd,Birmingham,10,Ford
3604,Renault Megane,2015,131000.0,1.5L,108.0,Manual,Diesel,2499,GC,Hatchback,Za,Burton On Trent,15,Renault
3605,Mazda MX-5,1999,58300.0,1.6L,110.0,Manual,Petrol,2250,GC,Convertible,,,T ,Mazda
3606,Renault Clio,2012,81532.0,1.2L,74.0,Manual,Petrol,2495,GC,Hatchback,WatCar,Tamworth,,Renault
3611,Nissan Qashqai,2010,46000.0,1.5L,105.0,Manual,Diesel,4250,GC,SUV,WE SELL CARS BURTON LTD,Burton On Trent,60,Nissan
3612,Ford Focus,2013,95000.0,1.6L,123.0,Automatic,Petrol,4995,GC,Hatchback,United Traders Limited,Birmingham,13,Ford
3613,Fiat 500,2008,20247.0,1.3L,75.0,Manual,Diesel,3995,GC,Hatchback,Top Gear Stoke Limited,Stoke On Trent,08,Fiat
3614,Fiat Punto Evo,2010,90600.0,1.4L,77.0,Manual,Petrol,1695,GC,Hatchback,,,10,Fiat
3615,Ford Focus,2011,143500.0,1.6L,108.0,Manual,Diesel,1095,GC,Hatchback,,,11,Ford
3616,Alfa Romeo Mito,2011,64731.0,1.4L,135.0,Automatic,Petrol,3995,GC,Hatchback,Harry Cars,Oldbury,61,Alfa
3617,Ford KA,2009,81000.0,1.2L,68.0,Manual,Petrol,2295,GC,Hatchback,Plough Meadow Car Sales Ltd,Bedworth,58,Ford
3618,Mercedes-Benz B Class,2006,56609.0,2.0L,109.0,Automatic,Diesel,2495,GC,MPV,Upton Cars Ltd,Nuneaton,56,Mercedes-Benz
3619,Peugeot 207,2008,48000.0,1.6L,110.0,Manual,Diesel,2000,GC,Hatchback,EVERYDAY VEHICLES LTD,Birmingham,08,Peugeot
3620,Nissan Primera,2006,110000.0,1.8L,114.0,Manual,Petrol,495,GC,Hatchback,DUNSMORE MOTORZ LTD,Coventry,56,Nissan
3625,Peugeot 207,2007,110000.0,1.4L,75.0,Manual,Petrol,1300,GC,Hatchback,Faisal Cars,Birmingham,07,Peugeot
3626,Hyundai i10,2014,120000.0,1.0L,65.0,Manual,Petrol,3489,GC,Hatchback,Fame Cars Ltd,Birmingham,64,Hyundai
3627,Renault Scenic,2011,83000.0,1.6L,108.0,Manual,Petrol,1995,GC,MPV,The Motor Max,Nottingham,61,Renault
3628,Citroen DS4,2011,59000.0,1.6L,197.0,Manual,Petrol,3495,GC,Hatchback,,,11,Citroen
3631,Fiat Punto,2005,81000.0,1.2L,60.0,Manual,Petrol,1195,GC,Hatchback,Trent Motor Shop,Burton On Trent,05,Fiat
3632,Peugeot 206 CC,2004,89000.0,1.6L,110.0,Manual,Petrol,994,GC,Convertible,SW Autoz LTD,Birmingham,53,Peugeot
3633,Vauxhall Astra,2011,95625.0,1.3L,94.0,Manual,Diesel,2199,GC,Estate,Star City Motors Ltd,Birmingham,61,Vauxhall
3634,Renault Clio,2006,105000.0,1.5L,86.0,Manual,Diesel,1495,GC,Hatchback,Percy Motors Birmingham Ltd,Birmingham,06,Renault
3640,Ford C-Max,2007,83000.0,1.6L,99.0,Manual,Petrol,1850,GC,MPV,IMV MOTORS LTD,Birmingham,57,Ford
3641,Peugeot 307,2005,67000.0,1.6L,110.0,Manual,Diesel,1490,GC,Hatchback,Motor Company Peterborough LTD,Peterborough,55,Peugeot
3642,Vauxhall Corsa,2005,97632.0,1.2L,79.0,Manual,Petrol,1299,GC,Hatchback,GPS Auto Motors Ltd,Tipton,55,Vauxhall
3644,Nissan Qashqai,2013,130000.0,1.5L,108.0,Manual,Diesel,3795,GC,SUV,LA Automotive,Birmingham,63,Nissan
3645,Volkswagen Scirocco,2010,124000.0,2.0L,138.0,Automatic,Diesel,4000,GC,Hatchback,New Automotive,Sutton Coldfield,10,Volkswagen
3647,Vauxhall Corsa,2008,136000.0,1.2L,79.0,Manual,Petrol,1295,GC,Hatchback,The Car Nation,Birmingham,57,Vauxhall
3648,MINI Convertible,2005,95000.0,1.6L,113.0,Manual,Petrol,1495,GC,Convertible,Rolling Autos Ltd,Leicester,55,MINI
3654,Land Rover Freelander,2004,105767.0,2.0L,110.0,Manual,Diesel,1995,GC,SUV,M5 Car Ltd,Oldbury,04,Land
3655,Vauxhall Corsa,2007,117000.0,1.4L,89.0,Manual,Petrol,1250,GC,Hatchback,Rossmore Motors,Ellesmere Port,07,Vauxhall
3657,Vauxhall Corsa,2014,69000.0,1.4L,99.0,Manual,Petrol,3250,GC,Hatchback,HRM Motors,Birmingham,14,Vauxhall
3658,Toyota Auris,2008,144000.0,1.6L,124.0,Manual,Petrol,1200,GC,Hatchback,Peak Automobiles,Coventry,08,Toyota
3659,Suzuki Swift,2009,89204.0,1.3L,91.0,Manual,Petrol,2299,GC,Hatchback,Apple Motors Ltd,Birmingham,59,Suzuki
3660,Vauxhall Astra,2014,130000.0,1.6L,108.0,Manual,Diesel,2895,GC,Hatchback,,,64,Vauxhall
3662,Citroen C4,2009,125000.0,1.6L,118.0,Manual,Petrol,990,GC,Hatchback,Harry's Car Sales,Peterborough,59,Citroen
3668,Toyota Auris,2007,64000.0,2.0L,126.0,Manual,Diesel,2499,GC,Hatchback,GMC MOTORS B'HAM LIMITED,Birmingham,57,Toyota
3669,Jaguar S-Type,2006,152000.0,2.7L,206.0,Automatic,Diesel,595,GC,Saloon,S.T.F. Cars,Atherstone,56,Jaguar
3670,Toyota Yaris,2002,94000.0,1.0L,67.0,Manual,Petrol,995,GC,Hatchback,Friends Cars Burton,Burton On Trent,02,Toyota
3672,Vauxhall Corsa,2017,131500.0,1.0L,89.0,Manual,Petrol,2499,GC,Hatchback,Acorn Trade Cars,Sheffield,17,Vauxhall
3673,Audi A4 Avant,2007,106209.0,2.0L,128.0,Manual,Petrol,1399,GC,Estate,North West Autos Blackburn,Blackburn,07,Audi
3674,Vauxhall Corsa,2012,60000.0,1.2L,84.0,Manual,Petrol,2490,Cat C,Hatchback,Harry's Car Sales,Peterborough,,Vauxhall
3676,Fiat 500,2008,103000.0,1.4L,100.0,Manual,Petrol,1995,GC,Hatchback,R R R MOTORS LIMITED,Birmingham,58,Fiat
3682,Hyundai ix20,2011,93989.0,1.4L,89.0,Manual,Petrol,2695,GC,Hatchback,Harry Cars,Oldbury,11,Hyundai
3683,Citroen Grand C4 Picasso,2008,108000.0,1.6L,108.0,Automatic,Diesel,1799,GC,MPV,Car Corp,Birmingham,08,Citroen
3684,Citroen C4,2009,55685.0,1.6L,108.0,Automatic,Diesel,2995,GC,Hatchback,M5 Car Ltd,Oldbury,59,Citroen
3685,Volkswagen Polo,2003,75200.0,1.4L,75.0,Manual,Petrol,995,GC,Hatchback,Batley Motors Limited,Batley,52,Volkswagen
3686,Peugeot 208,2012,57998.0,1.4L,94.0,Manual,Petrol,3995,GC,Hatchback,Harry Cars,Oldbury,,Peugeot
3687,Vauxhall Corsa,2012,94000.0,1.2L,84.0,Manual,Petrol,2495,GC,Hatchback,B L MOTORS OVERSEAL LTD,Swadlincote,,Vauxhall
3688,Audi A4 Avant,2004,123000.0,2.0L,140.0,Manual,Diesel,1190,GC,Estate,See Cars Ltd,Derby,,Audi
3689,Jaguar X-Type,2007,97139.0,2.0L,128.0,Manual,Diesel,1495,GC,Saloon,M5 Car Ltd,Oldbury,07,Jaguar
3690,Chrysler PT Cruiser,2005,104000.0,2.0L,140.0,Automatic,Petrol,1995,GC,Hatchback,The Car Nation,Birmingham,05,Chrysler
3696,Toyota Avensis,2014,95991.0,2.0L,124.0,Manual,Diesel,4395,GC,Saloon,Royal Exchange Motors,West Bromwich,14,Toyota
3697,Honda Prelude,1998,156097.0,2.2L,183.0,Automatic,Petrol,2475,GC,Coupe,,,R ,Honda
3698,Fiat Multipla,2007,72000.0,1.9L,120.0,Manual,Diesel,3495,GC,MPV,Ashby Square Autos,Loughborough,07,Fiat
3699,SEAT Ibiza,2011,129000.0,2.0L,141.0,Manual,Diesel,2489,GC,Hatchback,Highway Sales Ltd,Birmingham,11,SEAT
3700,Ford Fiesta,2008,96000.0,1.6L,99.0,Manual,Petrol,1350,GC,Hatchback,KP Motors,Sheffield,57,Ford
3702,Ford Focus,2008,129000.0,1.8L,113.0,Manual,Diesel,1590,GC,Hatchback,Trade Cars Leicester,Leicester,08,Ford
3703,Alfa Romeo Mito,2009,116405.0,1.4L,95.0,Manual,Petrol,1495,GC,Hatchback,M5 Car Ltd,Oldbury,09,Alfa
3704,KIA RIO,2013,123000.0,1.4L,89.0,Manual,Diesel,2950,GC,Hatchback,Solihull Motor House Ltd,Solihull,13,KIA
3709,Peugeot 107,2007,93700.0,1.0L,67.0,Manual,Petrol,1499,GC,Hatchback,Vicks Motors Ltd,Birmingham,07,Peugeot
3710,Volkswagen Polo,2011,154078.0,1.2L,74.0,Manual,Diesel,1995,GC,Hatchback,,,11,Volkswagen
3712,SKODA Fabia,2012,113000.0,1.2L,74.0,Manual,Diesel,2450,GC,Hatchback,Cars 4 U,Willenhall,,SKODA
3713,Peugeot 208,2013,101000.0,1.2L,81.0,Manual,Petrol,2299,Cat S,Hatchback,Easy Pay Car Finance LTD,Wednesbury,13,Peugeot
3714,SEAT Leon,2013,142000.0,1.6L,104.0,Automatic,Diesel,4995,GC,Hatchback,Avenue Car Sales,Birmingham,63,SEAT
3715,KIA Ceed,2009,86800.0,1.4L,103.0,Manual,Petrol,2000,GC,Hatchback,Midlands Trade Centre Limited,Birmingham,09,KIA
3716,MINI Convertible,2012,92512.0,1.6L,98.0,Manual,Petrol,4649,GC,Convertible,DK MOTORS LTD,Leicester,,MINI
3717,Ford Focus,2011,101500.0,1.6L,99.0,Manual,Petrol,2200,GC,Hatchback,,,60,Ford
3718,Honda Civic,2004,69000.0,1.7L,99.0,Manual,Diesel,1795,GC,Hatchback,Percy Motors Birmingham Ltd,Birmingham,04,Honda
3723,Nissan Qashqai,2009,121000.0,1.5L,105.0,Manual,Diesel,1488,Cat N,Hatchback,My Car UK,Tamworth,09,Nissan
3725,SEAT Ibiza,2008,114846.0,1.4L,98.0,Manual,Petrol,1790,GC,Hatchback,Car Palace Ltd,Leicester,58,SEAT
3726,Vauxhall Corsa,2012,64200.0,1.2L,84.0,Manual,Petrol,2880,GC,Hatchback,,,,Vauxhall
3727,KIA Ceed,2009,98000.0,1.4L,89.0,Manual,Petrol,1995,GC,Hatchback,good condition,Coventry,59,KIA
3728,Ford KA,2010,60988.0,1.2L,68.0,Manual,Petrol,3400,GC,Hatchback,HyGrange,Halesowen,10,Ford
3729,Vauxhall Astra,2010,97000.0,1.7L,123.0,Manual,Diesel,1990,GC,Hatchback,HASSYS AUTOS,Peterborough,10,Vauxhall
3730,Citroen C1,2011,86000.0,1.0L,67.0,Manual,Petrol,1990,GC,Hatchback,YORKSHIRE CAR SALES,Wakefield,60,Citroen
3731,Ford Focus,2009,115000.0,1.6L,108.0,Manual,Diesel,1700,GC,Hatchback,SMS Motors,Sheffield,09,Ford
3732,Vauxhall Corsa,2011,108000.0,1.4L,99.0,Manual,Petrol,2495,GC,Hatchback,Midland Automobiles Ltd,Birmingham,61,Vauxhall
3737,Vauxhall Astra,2008,103000.0,1.4L,89.0,Manual,Petrol,1195,GC,Hatchback,Rolling Autos Ltd,Leicester,58,Vauxhall
3738,Vauxhall Corsa,2011,88000.0,1.7L,128.0,Manual,Diesel,2995,GC,Hatchback,Ghost Motors LTD,Cleckheaton,61,Vauxhall
3739,Volkswagen Passat,2009,139000.0,2.0L,138.0,Manual,Diesel,1989,GC,Estate,Fame Cars Ltd,Birmingham,09,Volkswagen
3741,Vauxhall Astra,2011,89300.0,2.0L,158.0,Automatic,Diesel,3750,GC,Hatchback,DYNAMIC CAR SALES LTD,Dudley,11,Vauxhall
3742,Renault Clio,2003,48000.0,1.2L,75.0,Manual,Petrol,1400,GC,Hatchback,Cars4Less,Burton On Trent,03,Renault
3744,Fiat Grande Punto,2009,73000.0,1.4L,77.0,Manual,Petrol,1850,GC,Hatchback,Stanley & Sons Car Sales,Leicester,59,Fiat
3746,Renault Megane,2011,100000.0,1.5L,108.0,Manual,Diesel,2099,GC,Coupe,Niko's Car Sale Ltd,Derby,60,Renault
3751,Ford Focus,2009,117000.0,1.6L,99.0,Manual,Petrol,1495,GC,Hatchback,Ultimate Drive,Dewsbury,09,Ford
3752,Renault Clio,2011,100650.0,1.1L,99.0,Manual,Petrol,2350,GC,Hatchback,Sap Motors,Birmingham,11,Renault
3753,Ford Focus,2007,94000.0,1.6L,99.0,Manual,Petrol,1495,Cat D,Hatchback,LA Automotive,Birmingham,07,Ford
3755,Renault Clio,2007,115083.0,1.2L,75.0,Manual,Petrol,700,GC,Hatchback,GENERAL MOTORS,Birmingham,07,Renault
3757,Vauxhall Astra,2011,110000.0,1.4L,99.0,Manual,Petrol,2489,GC,Hatchback,Fame Cars Ltd,Birmingham,11,Vauxhall
3758,Citroen C3 Pluriel,2006,88494.0,1.4L,72.0,Manual,Petrol,1785,GC,Convertible,Assured Cars Supermarket Ltd (Birmingham),Birmingham,06,Citroen
3760,Peugeot 206 CC,2006,85000.0,1.6L,110.0,Manual,Petrol,1490,GC,Convertible,James Bentley Motors,Birmingham,06,Peugeot
3765,Audi A3,2013,103000.0,1.6L,104.0,Manual,Diesel,3989,Cat S,Hatchback,Highway Sales Ltd,Birmingham,13,Audi
3766,Volvo S60,2003,83897.0,2.4L,163.0,Manual,Diesel,1575,GC,Saloon,RS Automotive,Burton On Trent,53,Volvo
3767,BMW 1 Series,2008,98000.0,2.0L,141.0,Manual,Diesel,1390,Cat N,Hatchback,City Cars,Leicester,58,BMW
3768,Suzuki Swift,2007,139215.0,1.3L,91.0,Manual,Petrol,975,GC,Hatchback,,,07,Suzuki
3770,Vauxhall Astra,2003,94800.0,1.6L,84.0,Manual,Petrol,850,GC,Hatchback,Leicester Car Centre Ltd,Leicester,03,Vauxhall
3771,Vauxhall Astra,2007,74000.0,1.6L,113.0,Manual,Petrol,1750,GC,Hatchback,WE SELL CARS BURTON LTD,Burton On Trent,07,Vauxhall
3772,Mazda6,2011,110000.0,2.2L,161.0,Manual,Diesel,2395,GC,Hatchback,S.T.F. Cars,Atherstone,11,Mazda6
3773,Peugeot 407 SW,2005,120000.0,1.6L,110.0,Manual,Diesel,990,GC,Estate,Harry's Car Sales,Peterborough,55,Peugeot
3774,Audi A3,2010,120000.0,2.0L,138.0,Manual,Diesel,990,GC,Hatchback,Harry's Car Sales,Peterborough,60,Audi
3779,Peugeot 208,2014,91100.0,1.2L,81.0,Manual,Petrol,1980,Cat N,Hatchback,,,14,Peugeot
3780,Citroen DS3,2010,98165.0,1.6L,89.0,Manual,Diesel,1990,GC,Hatchback,VANTAGE AUTO HUB LTD,Peterborough,60,Citroen
3781,Nissan Micra,2008,114000.0,1.2L,79.0,Manual,Petrol,995,GC,Hatchback,,,08,Nissan
3782,Mazda3,2008,63000.0,1.6L,103.0,Manual,Petrol,2295,GC,Saloon,Percy Motors Birmingham Ltd,Birmingham,08,Mazda3
3783,Suzuki Swift,2008,107000.0,1.5L,101.0,Manual,Petrol,1500,GC,Hatchback,USED CARS SALES AND REPAIRS LTD,Birmingham,08,Suzuki
3784,Peugeot 308 CC,2010,130000.0,2.0L,138.0,Manual,Diesel,1450,GC,Convertible,WE SELL CARS BURTON LTD,Burton On Trent,10,Peugeot
3785,Daihatsu Terios,2006,106000.0,1.5L,103.0,Manual,Petrol,1895,GC,SUV,Percy Motors Birmingham Ltd,Birmingham,06,Daihatsu
3786,Renault Clio,2006,93000.0,1.4L,98.0,Manual,Petrol,1499,GC,Hatchback,H O Cars,Coventry,06,Renault
3788,Suzuki Swift,2006,109000.0,1.3L,91.0,Manual,Petrol,1490,GC,Hatchback,The Car Nation,Birmingham,06,Suzuki
3793,Ford Focus,2011,124697.0,1.6L,108.0,Manual,Diesel,1750,GC,Hatchback,,,11,Ford
3794,Honda Jazz,2002,160000.0,1.4L,82.0,Manual,Petrol,890,GC,Hatchback,Harry's Car Sales,Peterborough,02,Honda
3795,Lexus IS 220d,2007,163895.0,2.2L,175.0,Manual,Diesel,1995,GC,Saloon,Royal Exchange Motors,West Bromwich,07,Lexus
3796,Ford Mondeo,2007,139000.0,2.0L,113.0,Manual,Diesel,800,GC,Estate,1st Choice Motors,Burton On Trent,07,Ford
3797,SEAT Ibiza,2009,77000.0,1.6L,104.0,Manual,Petrol,1494,Cat S,Hatchback,,,09,SEAT
3798,Renault Scenic,2000,144000.0,1.4L,95.0,Manual,Petrol,975,GC,MPV,The Car Nation,Birmingham,W ,Renault
3799,Volkswagen Golf,2004,100000.0,1.6L,113.0,Manual,Petrol,1290,GC,Hatchback,City Cars,Leicester,04,Volkswagen
3802,MINI Hatch,2009,91000.0,1.4L,94.0,Manual,Petrol,1800,GC,Hatchback,,,09,MINI
3807,Vauxhall Corsa,2013,126000.0,1.3L,94.0,Manual,Diesel,1995,GC,Hatchback,,,13,Vauxhall
3808,Vauxhall Corsa,2007,105000.0,1.6L,190.0,Manual,Petrol,2500,GC,Hatchback,Spirit Trade Car Centre,Leigh,57,Vauxhall
3809,Citroen C3,2004,72300.0,1.4L,90.0,Automatic,Petrol,1895,GC,Hatchback,Approved Trade Auctions LTD,Chesterfield,,Citroen
3810,Citroen C3,2012,110014.0,1.4L,74.0,Manual,Petrol,2095,GC,Hatchback,M5 Car Ltd,Oldbury,,Citroen
3811,Nissan Pixo,2010,160000.0,1.0L,67.0,Manual,Petrol,1095,GC,Hatchback,APEX Motor Company,Rotherham,10,Nissan
3812,Dacia Sandero,2015,132296.0,1.1L,75.0,Manual,Petrol,1295,GC,Hatchback,Motorvana,Manchester,15,Dacia
3813,Renault Clio,2010,68341.0,1.2L,74.0,Manual,Petrol,1995,GC,Hatchback,RS Automotive,Burton On Trent,10,Renault
3814,Vauxhall Insignia,2010,108000.0,2.0L,158.0,Manual,Diesel,1399,Cat D,Estate,Za,Burton On Trent,10,Vauxhall
3815,Fiat Grande Punto,2009,56000.0,1.4L,77.0,Manual,Petrol,2350,GC,Hatchback,Auto Select,Blackburn,09,Fiat
3816,Mercedes-Benz C Class,2009,131987.0,1.6L,154.0,Automatic,Petrol,2995,GC,Saloon,Harry Cars,Oldbury,59,Mercedes-Benz
3822,Vauxhall Insignia,2010,99808.0,2.0L,158.0,Manual,Diesel,2395,GC,Hatchback,Upton Cars Ltd,Nuneaton,10,Vauxhall
3825,Ford Focus,2009,89845.0,1.6L,99.0,Manual,Petrol,2445,GC,Hatchback,DYNAMIC CAR SALES LTD,Dudley,59,Ford
3826,Volkswagen Tiguan,2013,78386.0,2.0L,138.0,Manual,Diesel,7990,GC,SUV,Motorgurus,Sheffield,13,Volkswagen
3827,Ford Focus,2012,120797.0,1.6L,113.0,Manual,Diesel,2895,GC,Hatchback,Royal Exchange Motors,West Bromwich,,Ford
3829,Peugeot 208,2013,97000.0,1.4L,67.0,Manual,Diesel,2500,GC,Hatchback,H&A Car Sales,Sheffield,62,Peugeot
3830,SEAT Alhambra,2003,180000.0,1.9L,130.0,Manual,Diesel,1295,GC,MPV,LSMC TRADE,Tamworth,03,SEAT
3835,SEAT Ibiza,2009,69987.0,1.4L,84.0,Manual,Petrol,2695,GC,Hatchback,Harry Cars,Oldbury,09,SEAT
3836,Fiat 500,2010,102000.0,1.2L,69.0,Manual,Petrol,1250,Cat N,Hatchback,QC Trade Centre,Rotherham,10,Fiat
3837,BMW 3 Series,2007,116000.0,2.0L,161.0,Automatic,Diesel,2795,GC,Saloon,Wetmore Motor Group LTD,Burton On Trent,07,BMW
3838,Nissan Micra,2001,39000.0,1.0L,53.0,Manual,Petrol,1850,GC,Hatchback,Cars 4 U,Willenhall,51,Nissan
3839,Renault Laguna,2009,117000.0,2.0L,148.0,Automatic,Diesel,1995,GC,Hatchback,Coleshill Motor Company,Birmingham,09,Renault
3840,Fiat 500,2009,88000.0,1.2L,69.0,Manual,Petrol,2495,GC,Hatchback,Ghost Motors LTD,Cleckheaton,59,Fiat
3841,Mazda2,2008,84000.0,1.3L,85.0,Manual,Petrol,1595,GC,Hatchback,Church View Car Sales Ltd,Liverpool,58,Mazda2
3842,Ford Mondeo,2013,169000.0,2.0L,138.0,Manual,Diesel,2395,GC,Hatchback,CANAL SIDE MOTORS UK LTD,Birmingham,63,Ford
3844,Chevrolet Captiva,2010,142000.0,2.0L,148.0,Manual,Diesel,990,GC,SUV,Pasture Car Sales,Wirral,10,Chevrolet
3849,Citroen C4,2008,109000.0,1.6L,110.0,Automatic,Diesel,2295,GC,Hatchback,A.Y.A Car Sales Ltd,Birmingham,08,Citroen
3850,Toyota Avensis,2007,92600.0,1.8L,127.0,Manual,Petrol,1850,GC,Hatchback,Ambassador Cars,Burton On Trent,07,Toyota
3851,MINI Convertible,2006,110000.0,1.6L,113.0,Manual,Petrol,1700,GC,Convertible,CHECKEDCARS LIMITED,Henley In Arden,06,MINI
3853,Vauxhall Astra Van,2009,210000.0,1.9L,118.0,Manual,Diesel,895,Cat C,Car Derived Van,Jenkins Motor Company Limited,Walsall,59,Vauxhall
3854,Hyundai Getz,2004,103764.0,1.1L,62.0,Manual,Petrol,695,GC,Hatchback,Budget Car Sales,Bradford,,Hyundai
3856,Ford C-Max,2011,111866.0,1.6L,123.0,Manual,Petrol,2985,GC,MPV,United Traders Limited,Birmingham,61,Ford
3858,Hyundai i20,2013,82395.0,1.2L,85.0,Manual,Petrol,3490,GC,Hatchback,Elite Car Centre Ltd,Birmingham,63,Hyundai
3863,Vauxhall Astra,2011,128000.0,1.4L,99.0,Manual,Petrol,2000,GC,Hatchback,Trade Cars Burnley,Burnley,11,Vauxhall
3864,Toyota Aygo,2015,110000.0,1.0L,67.0,Manual,Petrol,3995,GC,Hatchback,AMC Car Sales Ltd,Birmingham,15,Toyota
3866,Peugeot 107,2009,63000.0,1.0L,67.0,Manual,Petrol,1999,GC,Hatchback,Bargain Cars,Birmingham,59,Peugeot
3867,Peugeot 307 SW,2006,130000.0,1.6L,110.0,Manual,Diesel,1489,GC,Estate,Fame Cars Ltd,Birmingham,56,Peugeot
3868,Audi A4 Avant,2005,167000.0,2.0L,128.0,Automatic,Petrol,1495,GC,Estate,Auto Tradesman Ltd,Derby,55,Audi
3869,Citroen C3,2010,90718.0,1.6L,89.0,Manual,Diesel,2495,GC,Hatchback,DUNSMORE MOTORZ LTD,Coventry,60,Citroen
3871,Hyundai Getz,2005,61410.0,1.1L,62.0,Manual,Petrol,1450,GC,Hatchback,Deals On Wheels West Yorkshire Ltd,Halifax,55,Hyundai
3872,BMW 3 Series,2014,124887.0,2.0L,181.0,Automatic,Diesel,6395,GC,Saloon,German cars,Stoke On Trent,64,BMW
3877,Ford Focus,2008,100839.0,1.6L,99.0,Automatic,Petrol,2487,Cat N,Hatchback,SF Motors Limited,Loughborough,08,Ford
3879,Hyundai ix35,2013,90335.0,1.7L,113.0,Manual,Diesel,4000,GC,SUV,ALABASTER AUTO CENTRE LTD,Tipton,62,Hyundai
3880,Volvo V70,2008,125639.0,2.4L,182.0,Automatic,Diesel,2695,GC,Estate,Harry Cars,Oldbury,08,Volvo
3881,Vauxhall Corsa,2006,69123.0,1.2L,79.0,Manual,Petrol,999,GC,Hatchback,RKB MCR Motors,Manchester,56,Vauxhall
3882,Vauxhall Astra,2010,132000.0,1.7L,108.0,Manual,Diesel,1995,GC,Hatchback,VICKS AUTOS LTD,Birmingham,10,Vauxhall
3884,Vauxhall Corsa,2015,133319.0,1.2L,69.0,Manual,Petrol,3495,GC,Hatchback,QUATTRO SERVICE STATION LTD,Leicester,64,Vauxhall
3885,BMW 3 Series,2012,148000.0,2.0L,181.0,Manual,Diesel,5000,GC,Saloon,German cars,Stoke On Trent,,BMW
3886,Nissan X-Trail,2005,125903.0,2.5L,165.0,Manual,Petrol,995,GC,SUV,NG Direct Car Sales Ltd,Nottingham,55,Nissan
3891,Nissan Qashqai,2008,123000.0,1.6L,113.0,Manual,Petrol,1995,GC,Hatchback,Midland Cars,Nottingham,08,Nissan
3892,Suzuki Swift,2010,103000.0,1.6L,123.0,Manual,Petrol,1990,GC,Hatchback,HASSYS AUTOS,Peterborough,10,Suzuki
3893,Honda Civic,2010,143233.0,2.2L,138.0,Manual,Diesel,2295,GC,Hatchback,DUNSMORE MOTORZ LTD,Coventry,59,Honda
3894,Jaguar XK,2002,128000.0,4.2L,296.0,Automatic,Petrol,1500,GC,Coupe,,,02,Jaguar
