,name,year,mileage,litres,BHP,transmission,fuel,price,write_off_category,vehicle_type,seller_name,location,plate,brand
25564,Mercedes-Benz A Class,2014,76000.0,1.5L,108.0,Manual,Diesel,6995,GC,Hatchback,Ashton Quality Cars Ltd,Ashton Under Lyne,64,Mercedes-Benz
25565,Ford Fusion,2009,79256.0,1.4L,79.0,Manual,Petrol,1798,GC,Hatchback,CARS WITH CHARACTOR LIMITED T/A Click Car,Stockport,59,Ford
25566,Ford Fiesta,2009,104320.0,1.25L,59.0,Manual,Petrol,1999,GC,Hatchback,RKB MCR Motors,Manchester,09,Ford
25568,Citroen C4 Picasso,2008,85000.0,2.0L,136.0,Automatic,Diesel,1550,GC,MPV,Gosha Cars,Huddersfield,08,Citroen
25569,SEAT Ibiza,2009,140000.0,1.4L,84.0,Manual,Petrol,1495,GC,Hatchback,KP Motors,Sheffield,09,SEAT
25570,Ford Focus,2009,115000.0,1.6L,108.0,Manual,Diesel,1700,GC,Hatchback,SMS Motors,Sheffield,09,Ford
25572,Audi A3 Cabriolet,2010,108000.0,1.6L,104.0,Manual,Diesel,2000,GC,Convertible,ANSLOOS MOTORS,Wrexham,59,Audi
25577,Toyota Corolla,2005,92762.0,1.4L,92.0,Manual,Petrol,2099,GC,Hatchback,Cheshire Motor Car Sales Limited,Dukinfield,05,Toyota
25579,Vauxhall Astra,2006,92300.0,1.4L,89.0,Manual,Petrol,490,GC,Hatchback,ASJ Motors,Bradford,56,Vauxhall
25581,Hyundai Getz,2005,61410.0,1.1L,62.0,Manual,Petrol,1450,GC,Hatchback,Deals On Wheels West Yorkshire Ltd,Halifax,55,Hyundai
25582,Toyota Celica,2006,92500.0,1.8L,140.0,Manual,Petrol,1995,GC,Coupe,East Midlands Motors Ltd,Mansfield,06,Toyota
25586,BMW 3 Series,2003,102000.0,2.0L,143.0,Automatic,Petrol,500,GC,Hatchback,HG UK Car Sales,Wokingham,03,BMW
25591,Audi A3,2009,148020.0,2.0L,138.0,Automatic,Diesel,3290,GC,Hatchback,Alpha Motors,Wigan,59,Audi
25592,Volvo V50,2010,163594.0,1.6L,108.0,Manual,Diesel,1695,GC,Estate,Burton Cheap Cars,Burton On Trent,10,Volvo
25593,Fiat 500,2009,85676.0,1.2L,69.0,Manual,Petrol,2490,GC,Hatchback,S Motors,Bury,59,Fiat
25595,Vauxhall Astra,2011,89500.0,1.6L,113.0,Manual,Petrol,2500,GC,Hatchback,Parkside Motor Store,Bolton,11,Vauxhall
25596,Hyundai i20,2009,72000.0,1.2L,77.0,Manual,Petrol,2250,GC,Hatchback,S.B Motors Bolton,Bolton,59,Hyundai
25597,Suzuki Swift,2009,68000.0,1.3L,91.0,Manual,Petrol,1990,GC,Hatchback,Quality Part Ex Southall,Southall,09,Suzuki
25598,Vauxhall Astra,1991,80000.0,1.7L,57.0,Manual,Diesel,1500,GC,Hatchback,AA Cars,Keighley,H ,Vauxhall
25600,Honda Civic,2006,89000.0,1.8L,138.0,Manual,Petrol,2494,GC,Hatchback,CLASS AUTOS LTD,Blackburn,55,Honda
25605,BMW 3 Series,2007,144460.0,2.0L,161.0,Manual,Diesel,1200,GC,Saloon,Trade Smart Motors,Croydon,07,BMW
25606,MINI Convertible,2004,93552.0,1.6L,163.0,Manual,Petrol,1300,GC,Convertible,GENERAL MOTORS,Birmingham,,MINI
25609,MINI Hatch,2007,96091.0,1.4L,94.0,Manual,Petrol,1395,GC,Hatchback,The Car Nation,Birmingham,57,MINI
25610,Honda Civic,2007,125000.0,2.2L,138.0,Manual,Diesel,1095,GC,Hatchback,D C CARS SWAPSHOP,Sheffield,57,Honda
25611,Citroen DS3,2012,85000.0,1.6L,118.0,Manual,Petrol,3595,GC,Hatchback,Ghost Motors LTD,Cleckheaton,,Citroen
25612,Ford Focus,2013,88530.0,1.0L,99.0,Manual,Petrol,4450,GC,Hatchback,RS Automotive,Burton On Trent,63,Ford
25619,SEAT Ibiza,2009,140565.0,1.4L,84.0,Manual,Petrol,1495,GC,Hatchback,M5 Car Ltd,Oldbury,09,SEAT
25620,MINI Hatch,2005,107500.0,1.6L,89.0,Manual,Petrol,1250,Cat N,Hatchback,Jacks 4 All,Winsford,05,MINI
25621,SEAT Ibiza,2009,92000.0,1.6L,104.0,Manual,Diesel,2500,GC,Hatchback,RUTLAND MOTOR COMPANY,Sheffield,59,SEAT
25623,Audi A4,2004,122000.0,1.8L,190.0,Manual,Petrol,2500,GC,Saloon,We Sell Any Auto,Preston,04,Audi
25624,Land Rover Freelander 2,2007,215708.0,2.2L,158.0,Manual,Diesel,1295,GC,SUV,J.A Motors Ltd,Keighley,07,Land
25627,Ford Fiesta,2010,133000.0,1.4L,94.0,Manual,Petrol,1995,GC,Hatchback,M K Carsales,Wakefield,10,Ford
25633,KIA Ceed,2010,87089.0,1.4L,89.0,Manual,Petrol,2290,GC,Hatchback,OLIX MOTORS LIMITED,Nelson,60,KIA
25634,Volkswagen Tiguan,2009,105000.0,2.0L,138.0,Manual,Diesel,3745,GC,SUV,Prestige Motoring Group,Tipton,09,Volkswagen
25635,Mazda2,2010,60000.0,1.3L,85.0,Manual,Petrol,2995,GC,Hatchback,Cleckheaton Motor Sales,Cleckheaton,60,Mazda2
25636,Mazda6,2007,72000.0,2.0L,145.0,Manual,Petrol,1275,GC,Saloon,M & H Car Sales,Barnsley,07,Mazda6
25637,Vauxhall Corsa,2009,86786.0,1.3L,74.0,Manual,Diesel,1590,GC,Hatchback,The Car Nation,Birmingham,09,Vauxhall
25638,Audi TT,2007,92000.0,2.0L,197.0,Manual,Petrol,3750,GC,Coupe,Ghost Motors LTD,Cleckheaton,57,Audi
25639,SEAT Ibiza,2013,134000.0,1.2L,74.0,Manual,Diesel,2995,GC,Hatchback,Premier Car Sales Ltd,Preston,13,SEAT
25640,Audi A4 Avant,2004,123000.0,2.0L,140.0,Manual,Diesel,890,GC,Estate,See Cars Ltd,Derby,,Audi
25642,Vauxhall Astra,2010,120400.0,1.7L,108.0,Manual,Diesel,1899,GC,Hatchback,Central Station Motors,Burnley,60,Vauxhall
25647,Renault Clio,2013,74000.0,1.5L,89.0,Manual,Diesel,2500,Cat S,Hatchback,Parkside Motor Store,Bolton,63,Renault
25648,Citroen C4,2013,80000.0,1.6L,112.0,Manual,Diesel,3595,GC,Hatchback,Ghost Motors LTD,Cleckheaton,13,Citroen
25649,Vauxhall Corsa,2016,85000.0,1.4L,89.0,Manual,Petrol,3995,GC,Hatchback,CAR,Knutsford,16,Vauxhall
25650,Ford Fiesta,2011,78974.0,1.4L,94.0,Manual,Petrol,2495,Cat D,Hatchback,Repute Motors,Oldham,61,Ford
25651,Fiat Punto Evo,2011,79048.0,1.4L,77.0,Manual,Petrol,2695,GC,Hatchback,The Motor Deals Limited,Stoke On Trent,11,Fiat
25652,Renault Clio,2008,95545.0,1.2L,75.0,Manual,Petrol,1475,GC,Hatchback,Greenfield Car Sales,Colne,08,Renault
25654,Peugeot RCZ,2011,62000.0,1.6L,154.0,Manual,Petrol,4495,GC,Coupe,THEMOTORSPECIALISTS LTD,Chesterfield,11,Peugeot
25655,Volkswagen Polo,2005,87100.0,1.2L,55.0,Manual,Petrol,1895,GC,Hatchback,S A K Motors Ltd,Manchester,05,Volkswagen
25656,Audi A4,2007,198000.0,2.0L,168.0,Manual,Diesel,1500,GC,Saloon,AA Cars,Keighley,56,Audi
25661,Renault Megane,2010,89000.0,1.6L,108.0,Manual,Petrol,1690,GC,Coupe,Pellon Motor Group,Halifax,10,Renault
25662,MINI Hatch,2006,121000.0,1.6L,90.0,Manual,Petrol,995,GC,Hatchback,Autoways of Wakefield,Wakefield,06,MINI
25663,Citroen C3 Picasso,2013,116100.0,1.6L,89.0,Manual,Diesel,990,Cat D,MPV,ASJ Motors,Bradford,13,Citroen
25664,Fiat Grande Punto,2007,68000.0,1.2L,65.0,Manual,Petrol,1690,GC,Hatchback,Mosley Motors Ltd,Blackburn,07,Fiat
25667,Ford Focus,2008,162200.0,1.8L,113.0,Manual,Diesel,1099,GC,Hatchback,Ashby Budget Cars,Swadlincote,08,Ford
25668,Citroen C3 Picasso,2009,138200.0,1.6L,89.0,Manual,Diesel,1200,GC,MPV,Parkside Motor Store,Bolton,59,Citroen
25669,Ford Mondeo,2010,130012.0,2.0L,113.0,Manual,Diesel,1000,GC,Hatchback,ASP Motor Company,Bolton,60,Ford
25670,Citroen C3,2004,97123.0,1.4L,72.0,Manual,Petrol,950,GC,Hatchback,RKB MCR Motors,Manchester,,Citroen
25675,SEAT Ibiza,2008,96475.0,1.9L,99.0,Manual,Diesel,2490,GC,Hatchback,Cheadle Car Sales,Cheadle,08,SEAT
25678,Mazda2,2009,93000.0,1.3L,85.0,Manual,Petrol,2250,GC,Hatchback,Baran Motors,Derby,58,Mazda2
25679,Renault Clio,2006,113250.0,1.5L,86.0,Manual,Diesel,1150,GC,Hatchback,Sheffield Direct Motors,Sheffield,56,Renault
25680,Ford Fiesta,2003,84000.0,1.4L,79.0,Manual,Petrol,695,GC,Hatchback,Stevenage Cars,Stevenage,03,Ford
25682,Ford Focus,2012,196000.0,1.6L,113.0,Manual,Diesel,1995,GC,Hatchback,SS Motors,Stoke On Trent,,Ford
25683,Volvo V50,2005,138000.0,2.0L,136.0,Manual,Diesel,2250,GC,Estate,North Car Sales,Cheadle,55,Volvo
25689,Renault Scenic,2004,68000.0,1.6L,115.0,Manual,Petrol,950,GC,MPV,TCS Group,Oldham,04,Renault
25690,Volkswagen Polo,2011,132000.0,1.6L,89.0,Manual,Diesel,2990,GC,Hatchback,MHY CARS (BRADFORD),Bradford,11,Volkswagen
25691,Citroen DS3,2014,65000.0,1.6L,118.0,Manual,Petrol,1990,Cat N,Hatchback,HAQUES UNIQUE AUTOMOTIVE LTD,Bradford,14,Citroen
25692,Dacia Sandero Stepway,2014,127000.0,0.9L,90.0,Manual,Petrol,1150,GC,Hatchback,Autopark UK,Meadowfield,14,Dacia
25693,Peugeot 207,2010,87000.0,1.4L,74.0,Manual,Petrol,1590,GC,Hatchback,Car Sale House,Birmingham,10,Peugeot
25694,Mazda6,2010,120000.0,2.0L,153.0,Manual,Petrol,2495,GC,Hatchback,M K Carsales,Wakefield,60,Mazda6
25695,Citroen C3,2004,72300.0,1.4L,90.0,Automatic,Petrol,1895,GC,Hatchback,Approved Trade Auctions LTD,Chesterfield,,Citroen
25696,Citroen DS3,2012,165200.0,1.6L,91.0,Manual,Diesel,1750,GC,Hatchback,Parkside Motor Store,Bolton,,Citroen
25697,Nissan Qashqai+2,2012,138314.0,1.6L,115.0,Manual,Petrol,2500,GC,SUV,Greenlight,Blackburn,,Nissan
25698,Volkswagen Golf,1999,236455.0,1.9L,110.0,Manual,Diesel,995,GC,Hatchback,J.A Motors Ltd,Keighley,T ,Volkswagen
25704,Ssangyong Rodius,2009,144000.0,2.7L,163.0,Manual,Diesel,1489,GC,MPV,MNM Cars Ltd,Preston,58,Ssangyong
25705,Vauxhall Astra Gtc,2012,73000.0,1.4L,118.0,Manual,Petrol,3750,GC,Coupe,Ghost Motors LTD,Cleckheaton,,Vauxhall
25706,Ford Focus,2008,114000.0,1.6L,108.0,Manual,Diesel,1495,GC,Hatchback,Car Play 247,Halifax,08,Ford
25707,Peugeot 1007,2005,127581.0,1.4L,75.0,Manual,Petrol,995,GC,Hatchback,Burton Cheap Cars,Burton On Trent,55,Peugeot
25708,Audi A4,2012,100000.0,2.0L,141.0,Automatic,Diesel,5795,GC,Saloon,RS Motors,Birmingham,,Audi
25709,Fiat 500,2011,92423.0,1.2L,69.0,Manual,Petrol,2500,GC,Hatchback,Lex Motor Ltd,Rochdale,11,Fiat
25710,Nissan Qashqai,2011,83400.0,1.5L,108.0,Manual,Diesel,3850,GC,SUV,Ultimate Drive,Dewsbury,61,Nissan
25711,Vauxhall Corsa,2011,60000.0,1.2L,84.0,Manual,Petrol,2995,GC,Hatchback,Cleckheaton Motor Sales,Cleckheaton,11,Vauxhall
25712,Volkswagen Polo,2011,87000.0,1.2L,74.0,Manual,Diesel,4395,GC,Hatchback,Drivehub Ltd,Rochdale,61,Volkswagen
25717,Audi A3,2008,163813.0,2.0L,168.0,Manual,Diesel,1500,GC,Hatchback,Greenlight,Blackburn,08,Audi
25718,BMW 1 Series,2009,153699.0,2.0L,175.0,Manual,Diesel,1400,GC,Coupe,Portfield Car Sales,Christchurch,09,BMW
25719,Nissan Micra,2003,103000.0,1.2L,79.0,Automatic,Petrol,1999,GC,Hatchback,Za,Burton On Trent,03,Nissan
25720,Renault Megane,2013,91246.0,1.5L,108.0,Manual,Diesel,2695,GC,Coupe,Harry Cars,Oldbury,13,Renault
25723,Mazda3,2004,72000.0,1.6L,103.0,Manual,Petrol,1695,GC,Hatchback,Cawley Motors,Bradford,,Mazda3
25731,Fiat Punto,2015,74100.0,1.4L,77.0,Manual,Petrol,3795,GC,Hatchback,CarFamily Ltd,Manchester,65,Fiat
25732,Vauxhall Astra Gtc,2013,69000.0,1.4L,118.0,Manual,Petrol,4000,GC,Coupe,Sajed Motors,Cheadle,62,Vauxhall
25734,Suzuki Swift,2007,105771.0,1.5L,101.0,Manual,Petrol,1195,Cat N,Hatchback,Burton Cheap Cars,Burton On Trent,07,Suzuki
25735,Hyundai i20,2009,87724.0,1.4L,99.0,Manual,Petrol,1500,GC,Hatchback,TMC HUDDERSFIELD,Huddersfield,09,Hyundai
25736,Citroen C2,2008,83463.0,1.1L,60.0,Manual,Petrol,1195,GC,Hatchback,Burton Cheap Cars,Burton On Trent,58,Citroen
25737,MINI Hatch,2009,95768.0,1.4L,94.0,Manual,Petrol,2390,GC,Hatchback,Trade Centre Sheffield,Sheffield,59,MINI
25738,Subaru Impreza,2001,107000.0,2.0L,215.0,Manual,Petrol,6295,GC,Saloon,LA Automotive,Birmingham,Y ,Subaru
25745,Audi Allroad,2003,174009.0,2.5L,180.0,Automatic,Diesel,895,GC,Estate,Jenkins Motor Company Limited,Walsall,53,Audi
25747,Renault Clio,2010,89000.0,1.5L,85.0,Manual,Diesel,2490,GC,Hatchback,Junction 34 Cars Ltd,Sheffield,59,Renault
25748,Vauxhall Corsa,2011,88000.0,1.2L,84.0,Manual,Petrol,2490,GC,Hatchback,Harry's Car Sales,Peterborough,11,Vauxhall
25750,MINI Hatch,2003,103444.0,1.6L,114.0,Automatic,Petrol,2395,GC,Hatchback,CC Cars,Dukinfield,03,MINI
25751,SEAT Ibiza,2010,81534.0,1.2L,74.0,Manual,Diesel,2495,GC,Hatchback,Repute Motors,Oldham,60,SEAT
25753,Ford Fiesta,2010,115000.0,1.6L,118.0,Manual,Petrol,3195,GC,Hatchback,IG Motor Group,Manchester,60,Ford
25754,Vauxhall Astra,2009,77000.0,1.8L,138.0,Automatic,Petrol,2495,GC,Hatchback,Baran Motors,Derby,09,Vauxhall
25759,MINI Convertible,2004,109000.0,1.6L,113.0,Manual,Petrol,1000,GC,Convertible,Parkside Motor Store,Bolton,,MINI
25761,KIA Picanto,2012,85603.0,1.0L,68.0,Manual,Petrol,2495,GC,Hatchback,Repute Motors,Oldham,,KIA
25762,Vauxhall Astra,2009,77325.0,1.8L,138.0,Automatic,Petrol,2950,GC,Hatchback,TG MOTORS LTD,Oldham,59,Vauxhall
25763,Vauxhall Corsa,2015,80200.0,1.4L,89.0,Manual,Petrol,3190,Cat N,Hatchback,HCC,Halifax,15,Vauxhall
25765,Renault Scenic,2009,91800.0,1.6L,108.0,Manual,Petrol,1895,GC,MPV,Gildridge Group Ltd,Manchester,59,Renault
25767,Ford Focus,2010,159755.0,1.6L,99.0,Manual,Petrol,1195,GC,Hatchback,TMV Cars,Burton On Trent,10,Ford
25768,SKODA Fabia,2009,105000.0,1.2L,60.0,Manual,Petrol,1795,GC,Hatchback,Maple Motor Group,Blackburn,09,SKODA
25774,Vauxhall Corsa,2009,109000.0,1.4L,89.0,Manual,Petrol,1895,GC,Hatchback,MGP Cars Ltd,Derby,59,Vauxhall
25775,Mazda6,2008,103000.0,2.0L,145.0,Manual,Petrol,1795,GC,Hatchback,Select Car Sales,Oldham,58,Mazda6
25777,Nissan Juke,2011,116000.0,1.5L,108.0,Manual,Diesel,2990,GC,SUV,A & S Motors,Walsall,11,Nissan
25778,Ford Focus,2003,270000.0,1.8L,89.0,Manual,Diesel,650,GC,Estate,Junction 34 Cars Ltd,Sheffield,53,Ford
25779,Citroen C1,2011,52000.0,1.0L,67.0,Manual,Petrol,2750,GC,Hatchback,Lane Autos,Bolton,11,Citroen
25780,Jeep Patriot,2007,104000.0,2.0L,138.0,Manual,Diesel,1350,GC,SUV,Parkside Motor Store,Bolton,07,Jeep
25781,Mitsubishi ASX,2011,107000.0,1.8L,145.0,Manual,Diesel,3694,GC,SUV,Autoclick,Wakefield,61,Mitsubishi
25788,Citroen C3,2013,87000.0,1.0L,67.0,Manual,Petrol,2500,GC,Hatchback,Stanley & Sons Car Sales,Leicester,13,Citroen
25790,KIA Sorento,2006,115000.0,2.5L,138.0,Automatic,Diesel,1350,GC,SUV,Test Drive Motors,Derby,06,KIA
25791,Lexus IS 220d,2007,75500.0,2.2L,175.0,Manual,Diesel,1000,GC,Saloon,Parkside Motor Store,Bolton,57,Lexus
25792,KIA RIO,2009,88300.0,1.4L,95.0,Manual,Petrol,1500,GC,Hatchback,Parkside Motor Store,Bolton,09,KIA
25793,Renault Clio,2012,88000.0,1.2L,74.0,Manual,Petrol,2395,GC,Hatchback,Broadgate Motors,Bradford,,Renault
25794,Citroen DS3,2011,96800.0,1.6L,89.0,Manual,Diesel,3190,GC,Hatchback,Munroe Vehicle Solutions,Sheffield,11,Citroen
25795,SEAT Ibiza,2012,110000.0,1.4L,84.0,Manual,Petrol,2989,GC,Hatchback,Fame Cars Ltd,Birmingham,,SEAT
25796,SKODA Fabia,2001,85010.0,1.4L,68.0,Manual,Petrol,900,GC,Hatchback,GENERAL MOTORS,Birmingham,Y ,SKODA
25803,Nissan Micra,2007,77000.0,1.2L,79.0,Manual,Petrol,1995,GC,Hatchback,Sandygate Cars Ltd,Burnley,56,Nissan
25805,Citroen DS3,2012,97000.0,1.6L,118.0,Manual,Petrol,750,Cat S,Hatchback,HG UK Car Sales,Wokingham,,Citroen
25807,Vauxhall Insignia,2013,87000.0,2.0L,161.0,Manual,Diesel,3995,GC,Hatchback,Car Sales Cleckheaton Limited,Cleckheaton,63,Vauxhall
25808,Honda Civic,2007,102919.0,1.8L,138.0,Manual,Petrol,1850,GC,Hatchback,South Croydon Motor Centre,Kenley,57,Honda
25810,SEAT Ibiza,2011,114529.0,1.6L,104.0,Manual,Diesel,1975,GC,Estate,Greenfield Car Sales,Colne,11,SEAT
25815,Peugeot 4007,2009,107300.0,2.2L,154.0,Manual,Diesel,3195,GC,SUV,The Car Corner Ltd,Rochdale,09,Peugeot
25816,Toyota Verso,2013,139000.0,2.0L,124.0,Manual,Diesel,3995,GC,MPV,NUVA MOTORS LTD,Birmingham,13,Toyota
25817,Chevrolet Orlando,2012,115000.0,2.0L,161.0,Automatic,Diesel,1495,GC,MPV,Parkside Motor Store,Bolton,,Chevrolet
25819,Toyota Yaris,2008,88000.0,1.3L,85.0,Manual,Petrol,2500,GC,Hatchback,JS Motors,Leigh,58,Toyota
25820,MINI Hatch,2010,67000.0,1.6L,97.0,Manual,Petrol,1000,GC,Hatchback,Da Blundell Car Sales,Liverpool,10,MINI
25821,Mitsubishi ASX,2012,107000.0,1.6L,115.0,Manual,Petrol,2491,GC,SUV,Cars 4 U Brad Ltd,Bradford,,Mitsubishi
25822,Ford Focus,2010,96000.0,1.6L,99.0,Manual,Petrol,2150,GC,Hatchback,Lane Autos,Bolton,60,Ford
25829,Peugeot 107,2008,52000.0,1.0L,67.0,Manual,Petrol,2090,GC,Hatchback,Joe's Cars Leeds,Leeds,58,Peugeot
25831,Honda Civic,2001,69000.0,1.7L,123.0,Manual,Petrol,1785,GC,Coupe,Mayfair Motors Ltd,Leicester,51,Honda
25836,Renault Twingo,2008,86969.0,1.2L,59.0,Manual,Petrol,1450,GC,Hatchback,Sturdy Motors Ltd,Brierley Hill,08,Renault
25837,Vauxhall Astra,2009,39000.0,1.6L,113.0,Manual,Petrol,3995,GC,Hatchback,Ghost Motors LTD,Cleckheaton,59,Vauxhall
25838,Citroen C1,2008,132000.0,1.0L,66.0,Manual,Petrol,1500,GC,Hatchback,Parkside Motor Store,Bolton,08,Citroen
25848,Vauxhall Corsa,2010,67800.0,1.2L,84.0,Manual,Petrol,1199,GC,Hatchback,,,60,Vauxhall
25850,SKODA Fabia,2008,126000.0,1.9L,105.0,Manual,Diesel,2495,GC,Hatchback,Epic Vehicle Sales,Alfreton,57,SKODA
25851,Vauxhall Astra,2006,86430.0,1.6L,103.0,Manual,Petrol,1250,GC,Hatchback,Greenlight,Blackburn,06,Vauxhall
25858,Vauxhall Vectra,2007,52200.0,1.8L,138.0,Manual,Petrol,2250,GC,Hatchback,Silverstone Motor Group Ltd,Manchester,07,Vauxhall
25860,Volvo C70,2000,99931.0,2.4L,170.0,Manual,Petrol,1490,GC,Coupe,OLIX MOTORS LIMITED,Nelson,W ,Volvo
25861,Vauxhall Astra,2010,150919.0,1.6L,113.0,Manual,Petrol,1990,GC,Hatchback,Richmond Car Sales,Hyde,60,Vauxhall
25863,Ford Focus,2011,117000.0,1.6L,99.0,Manual,Petrol,2495,GC,Hatchback,KS Car Sales,Wakefield,11,Ford
25864,Volvo S40,2004,73900.0,1.8L,125.0,Manual,Petrol,2000,GC,Saloon,Spirit Trade Car Centre,Leigh,,Volvo
25865,Vauxhall Astra,2014,75000.0,1.6L,113.0,Manual,Petrol,3750,GC,Hatchback,BTS Autos,Manchester,64,Vauxhall
25866,Suzuki Swift,2010,99000.0,1.3L,91.0,Manual,Petrol,1300,GC,Hatchback,CARS IN MK LTD,Milton Keynes,10,Suzuki
25872,Volkswagen Polo,2007,126526.0,1.2L,55.0,Manual,Petrol,1395,GC,Hatchback,Otho Cars Limited,Manchester,07,Volkswagen
25874,SEAT Ibiza,2007,88000.0,1.2L,69.0,Manual,Petrol,1090,Cat S,Hatchback,Lincoln Marks Motor Co,Macclesfield,57,SEAT
25875,BMW 3 Series,2012,84258.0,2.0L,160.0,Manual,Diesel,7990,GC,Saloon,Lawson Motor Company,Stoke On Trent,,BMW
25877,Volvo S60,2015,186000.0,2.0L,187.0,Manual,Diesel,4280,GC,Saloon,J.A Motors Ltd,Keighley,15,Volvo
25878,Volkswagen Touran,2007,153213.0,1.6L,100.0,Manual,Petrol,1495,GC,MPV,Assured Cars Supermarket Ltd (Birmingham),Birmingham,07,Volkswagen
25879,Nissan Note,2006,104000.0,1.4L,87.0,Manual,Petrol,1495,GC,Hatchback,SK Motor Trade Ltd,Birmingham,06,Nissan
25885,Volkswagen Golf,2012,144000.0,1.6L,89.0,Manual,Diesel,2495,GC,Hatchback,Select Motor Company,Stockport,,Volkswagen
25886,Vauxhall Astra,2004,115000.0,1.7L,79.0,Manual,Diesel,999,GC,Hatchback,The Car Nation,Birmingham,,Vauxhall
25887,Renault Grand Scenic,2011,123019.0,1.5L,110.0,Automatic,Diesel,2495,GC,MPV,Sell This Car,Manchester,61,Renault
25888,SEAT Leon,2012,125000.0,1.6L,104.0,Manual,Diesel,2495,GC,Hatchback,LA Automotive,Birmingham,,SEAT
25890,BMW 3 Series,2011,78545.0,2.0L,161.0,Manual,Diesel,4395,GC,Saloon,First Choice Motors,Dewsbury,61,BMW
25891,Vauxhall Corsa,2007,80000.0,1.4L,89.0,Automatic,Petrol,700,Cat D,Hatchback,Sansa London,Hounslow,57,Vauxhall
25894,Ford S-Max,2008,177000.0,2.0L,138.0,Manual,Diesel,2195,GC,MPV,RS Motors,Birmingham,08,Ford
25900,BMW 3 Series,2006,143000.0,2.0L,161.0,Manual,Diesel,1295,GC,Saloon,Parkside Motor Store,Bolton,56,BMW
25901,SEAT Ibiza,2012,123363.0,1.6L,104.0,Manual,Diesel,2845,GC,Hatchback,Repute Motors,Oldham,,SEAT
25902,Peugeot 1007,2007,88529.0,1.6L,110.0,Automatic,Petrol,1795,GC,Hatchback,Burton Cheap Cars,Burton On Trent,07,Peugeot
25905,Citroen DS3,2011,65000.0,1.6L,108.0,Manual,Diesel,3695,GC,Hatchback,FHS Car Sales,Stockport,61,Citroen
25906,Citroen C5,2011,91000.0,2.0L,158.0,Automatic,Diesel,2499,GC,Saloon,Za,Burton On Trent,11,Citroen
25907,Vauxhall Astra,2011,285404.0,1.7L,108.0,Manual,Diesel,1000,GC,Estate,,,60,Vauxhall
25908,Audi A4,2009,182000.0,2.0L,134.0,Manual,Diesel,990,GC,Saloon,German Motors,Leeds,59,Audi
25916,Citroen C3,2007,64063.0,1.4L,67.0,Manual,Diesel,1195,GC,Hatchback,Burton Cheap Cars,Burton On Trent,57,Citroen
25918,Vauxhall Corsa,2008,99513.0,1.2L,79.0,Manual,Petrol,1200,Cat D,Hatchback,GENERAL MOTORS,Birmingham,58,Vauxhall
25919,MINI Hatch,2007,85834.0,1.6L,118.0,Manual,Petrol,1990,GC,Hatchback,YAB Cars Ltd,Oldham,57,MINI
25921,MINI Hatch,2005,114650.0,1.6L,89.0,Manual,Petrol,1250,GC,Hatchback,DISCOUNT MOTOR CENTRE LIMITED,Rotherham,05,MINI
25922,Renault Clio,2013,81000.0,1.2L,74.0,Manual,Petrol,4895,GC,Hatchback,North Car Sales,Cheadle,13,Renault
25932,Vauxhall Astra,2008,86000.0,1.8L,138.0,Manual,Petrol,1995,GC,Hatchback,RUTLAND MOTOR COMPANY,Sheffield,08,Vauxhall
25933,Land Rover Freelander,2004,136000.0,1.8L,115.0,Manual,Petrol,790,GC,Convertible,2US 4 CARS LTD,Bacup,,Land
25934,Hyundai i10,2013,86000.0,1.2L,85.0,Manual,Petrol,1550,GC,Hatchback,Autopark UK,Meadowfield,63,Hyundai
25943,Renault Clio,2008,89000.0,1.2L,75.0,Manual,Petrol,1495,GC,Hatchback,Bargain Cars,Birmingham,08,Renault
25947,Fiat Panda,2010,95123.0,1.4L,100.0,Manual,Petrol,2450,GC,Hatchback,RKB MCR Motors,Manchester,10,Fiat
25949,Ford Mondeo,2010,94105.0,2.2L,173.0,Manual,Diesel,2495,GC,Hatchback,Happy Motors Ltd,Blackburn,10,Ford
25950,SEAT Arosa,2002,81000.0,1.4L,60.0,Automatic,Petrol,1690,GC,Hatchback,A & S Motors,Walsall,02,SEAT
25955,Vauxhall Zafira,2010,110653.0,1.8L,138.0,Manual,Petrol,1499,GC,MPV,Derbyshire Elite Car Sales,Derby,59,Vauxhall
25956,Vauxhall Corsa,2010,84000.0,1.0L,64.0,Manual,Petrol,2495,GC,Hatchback,MOTOR PLOT TEESSIDE LTD,Middlesbrough,10,Vauxhall
25957,Honda Jazz,2005,81000.0,1.2L,75.0,Manual,Petrol,1495,GC,Hatchback,Autobarn Car Sales,Heckmondwike,55,Honda
25959,KIA Soul,2010,97000.0,1.6L,126.0,Manual,Diesel,1989,GC,SUV,Fame Cars Ltd,Birmingham,59,KIA
25960,Vauxhall Vectra,2007,86000.0,1.8L,138.0,Manual,Petrol,1695,GC,Hatchback,KP Motors,Sheffield,07,Vauxhall
25962,Vauxhall Astra,2010,145000.0,1.7L,108.0,Manual,Diesel,1695,GC,Hatchback,AWAIS CAR SALES LIMITED,Halesowen,60,Vauxhall
25963,Vauxhall Corsa,2012,120000.0,1.2L,84.0,Manual,Petrol,1995,GC,Hatchback,Manchester Motor Sales Ltd,Manchester,,Vauxhall
25971,Citroen C4,2009,125000.0,1.6L,118.0,Manual,Petrol,790,GC,Hatchback,Harry's Car Sales,Peterborough,59,Citroen
25972,Peugeot 3008,2010,132000.0,1.6L,110.0,Manual,Diesel,1990,GC,SUV,A & S Motors,Walsall,10,Peugeot
